x,y,text,cluster,connected_to
-0.021060,0.022866,Organizing intellectual property and licenses,4,146;245;317;403;194
-0.150555,0.092658,Networking follow-up,1,391;271;367;210;0
-0.081782,-0.084176,Patterns of spatial navigation,0,228;7;5;330;253
-0.077847,0.036550,Summarization and classification using LLM,1,45;21;63;390;145
0.080393,-0.291397,Design system and development,0,101;205;258;341;345
-0.125359,0.143498,Analysis and memo of participant questionnaire,1,96;27;121;133;219
0.162442,0.108579,Balancing customer experience and profits,2,191;346;370;373;399
-0.126656,-0.141234,XR space UI interaction plan (v2),0,368;253;7;5;330
-0.077847,0.036550,Summarization and classification using LLM,1,40;21;63;390;145
-0.095961,-0.026836,Building consensus when moving across borders,4,16;289;117;195;428
0.034180,-0.049439,How to choose prototype fidelity,0,7;53;87;158;3
-0.039800,-0.093812,Ideas for using variable fonts,0,405;3;91;317;403
-0.004875,-0.080662,Font combinations that match your brand (preferred),0,291;3;48;91;317
-0.024366,-0.000803,User-centered decision making,4,95;207;239;334;144
0.035413,0.103659,Data-driven improvements,1,12;136;157;229;234
0.209104,0.171390,Marketing and product KPIs,3,109;120;183;262;326
-0.015910,0.033405,Criteria for determining feature priority,4,213;87;158;379;50
0.087904,0.054022,Cycle of experimentation and learning,1,98;99;132;161;217
0.223880,0.044610,Balance/hypothesis between technology and business,4,35;56;57;114;260
0.253713,0.012510,Balance between technology and business,4,35;57;114;260;264
0.253713,0.012510,Balance between technology and business,4,35;56;114;260;264
0.137249,0.036530,Trade-off between speed and quality,4,29;224;272;296;374
-0.097738,0.110731,Analysis of withdrawal points and improvement proposals (v2),4,198;371;110;416;303
0.201433,0.025009,Balance between technology and business (priority),4,35;56;57;114;260
0.031465,0.129721,Comparative analysis of budget and actual results,4,102;96;112;364;27
-0.110082,0.082779,Content marketing theme planning/memo,1,378;171;259;377;387
-0.065349,0.008013,Consider automating chunking and summarization,4,21;40;45;181;111
-0.007150,0.107871,Industry influencer communication analysis,4,185;108;0;19;102
-0.088361,-0.051363,Document-first decision making,4,329;50;95;207;239
-0.189095,0.128916,Customer journey map update proposal (v2)/memo,3,303;31;353;80;238
0.051354,0.000278,Recruitment and culture fit,1,164;212;268;354;359
-0.075251,0.150016,User research and hypothesis testing (later),1,104;105;336;407;410
-0.112132,-0.056613,How to use DM and public posts,1,256;418;2;106;159
0.223289,-0.190807,Collaboration between product and design,2,28;84;143;241;309
-0.028068,-0.029325,Improved CI/CD pipeline,1,119;285;203;380;86
0.039733,-0.140300,Balancing immersion and UI,0,330;414;5;14;279
0.065018,-0.140973,Designing the boundary between reality and virtuality (priority),0,384;7;383;312;72
0.025597,0.082658,ROI visualization and reporting,1,150;168;172;420;52
0.020899,-0.102658,Operation design with hand tracking,0,269;338;414;7;427
0.017285,-0.139106,How to proceed with a design sprint,0,275;333;86;297;41
-0.040857,-0.059177,Front-end performance optimization,0,284;82;126;313;246
-0.078523,0.046804,Utilizing social listening,1,394;233;159;163;40
-0.118280,-0.020914,NDA template maintenance continued,1,270;280;1;177;209
-0.064924,0.130829,Customer experience journey organization notes,2,238;344;352;362;66
-0.012407,0.028385,1on1 and feedback culture,1,24;421;271;367;295
0.008734,0.042307,Conversion funnel optimization,0,126;412;77;284;148
0.023489,0.037439,Labor-saving work through automation,1,142;382;18;390;86
0.223289,-0.190807,Collaboration between product and design,2,28;70;143;241;309
-0.071633,0.055722,podcast on commute,1,271;367;135;78;394
0.044024,-0.087542,Streamline design reviews,0,297;383;9;421;231
0.082586,0.017805,Criteria for technology selection,4,158;53;60;91;184
-0.036710,-0.021911,Hybrid event held online and offline,1,221;337;418;73;384
-0.011976,-0.067560,Consideration of line-of-sight guidance and depth expression,0,154;361;414;92;208
0.084624,-0.018168,Verbalization of brand story,2,263;127;33;113;156
-0.017806,-0.157112,Criteria for selecting fonts for UI,0,3;48;92;208;313
0.078183,-0.112999,Balance between readability and visibility,0,208;91;383;48;35
0.051491,-0.050168,Consistent omnichannel experience,2,33;113;156;182;186
-0.108145,0.087201,"Relationship between hashtags and reach, continued",1,388;0;68;104;105
-0.024366,-0.000803,User-centered decision making,4,50;207;239;334;144
-0.048665,0.140241,Analysis of participant surveys,1,42;27;121;276;111
-0.126081,-0.074692,Remote collaboration and documentation,1,26;30;180;339;123
0.087904,0.054022,Cycle of experimentation and learning,1,54;99;132;161;217
0.087904,0.054022,Cycle of experimentation and learning,1,54;98;132;161;217
0.008051,0.110796,Competitive feature comparison matrix,4,379;112;364;107;166
0.080393,-0.291397,Design system and development,0,41;205;258;341;345
-0.029483,0.141910,Analysis of subscription revenue,1,61;96;160;27;121
0.114652,0.057520,Draft product metrics dashboard,3,129;52;109;120;183
-0.042360,0.138301,User research and hypothesis testing,1,105;336;407;410;68
-0.042360,0.138301,User research and hypothesis testing,1,104;336;407;410;68
-0.064548,-0.042078,How to use Notion and Wiki,1,2;376;233;159;172
0.016458,0.085625,Message that differentiates you from the competition,4,166;112;364;100;379
-0.061945,0.018302,Considering influencer collaboration,1,0;64;185;201;216
0.209104,0.171390,Marketing and product KPIs,3,52;120;183;262;326
-0.092170,0.027268,Landing page improvement ideas,1,412;198;371;12;51
0.036205,-0.013507,Interview design for qualitative research,4,211;1;276;386;383
0.038223,0.132640,Competitive analysis and points of differentiation,4,364;107;166;100;379
0.235386,-0.004216,Consistency of experience and brand,2,33;156;182;186;225
0.253713,0.012510,Balance between technology and business,4,35;56;57;260;264
0.038802,0.093828,Test strategy and coverage/hypothesis,1,350;140;104;105;336
-0.245666,0.042645,Online study session planning notes/memos,1,261;133;219;376;62
-0.046922,0.019837,Building consensus with stakeholders,4,195;428;16;46;176
-0.029181,0.008727,Hallucination measures and verification,4,250;194;145;75;104
-0.031009,0.007336,CI/CD pipeline improvement/hypothesis,1,71;285;203;148;411
0.209104,0.171390,Marketing and product KPIs,3,52;109;183;262;326
-0.078393,0.131898,Record and analyze user observations,1,27;104;105;336;407
-0.008485,-0.010849,Revised brand voice guidelines,0,147;243;173;127;146
-0.148904,-0.063549,Remote collaboration and documentation continued,1,26;30;97;180;339
0.099034,0.058739,Team productivity and knowledge,1,125;139;223;328;349
0.099034,0.058739,Team productivity and knowledge,1,124;139;223;328;349
0.008734,0.042307,Conversion funnel optimization,0,82;412;77;284;148
0.068023,-0.029965,Tone and etiquette plan for brand worldview,2,173;90;33;113;156
0.117729,0.075916,Marketing equation in the AI ​​era,4,10;242;390;287;163
0.116567,0.099584,Product indicators dashboard proposal/hypothesis,3,103;52;109;120;183
-0.002078,-0.053316,Continuation of onboarding experience design,2,358;164;212;268;354
-0.090486,0.052358,Tagline candidates and reasons for selection,4,301;259;204;87;158
0.087904,0.054022,Cycle of experimentation and learning,1,54;98;99;161;217
-0.230655,0.035235,Online study group planning memo,1,219;116;261;376;259
0.026303,-0.013850,How to check the quality of generated AI,0,390;128;163;189;348
-0.083548,0.039723,coffee before the meeting,1,267;192;259;321;34
0.035413,0.103659,Data-driven improvements,1,12;51;157;229;234
-0.020485,0.103082,Measuring the effectiveness of cross-posting,1,401;148;411;140;289
-0.105812,0.113899,Backlog based on user research,1,277;104;105;336;407
0.099034,0.058739,Team productivity and knowledge,1,124;125;223;328;349
0.043688,0.007780,A/B test sample size design,0,148;411;218;249;276
-0.092708,0.031386,Information structure obtained by card sorting,1,283;375;37;427;417
0.023489,0.037439,Labor-saving work through automation,1,83;382;18;390;86
0.223289,-0.190807,Collaboration between product and design,2,28;70;84;241;309
-0.039255,0.062554,User-centered decision making/hypothesis,4,50;95;207;239;334
-0.022758,0.046790,Hypothesis for retention measures,4,422;194;198;371;181
-0.114447,0.013139,Updates and announcements of terms of use,1,245;200;282;251;176
-0.074324,-0.076417,Preparation of logo usage guide,0,243;177;209;122;146
0.059545,0.054772,Experience flow verified through A/B testing,2,411;140;104;105;336
-0.095575,0.024569,Today's lunch is udon,1,34;152;202;135;372
0.025597,0.082658,ROI visualization and reporting,1,74;168;172;420;52
-0.129594,0.056363,Common patterns of viral posts,1,301;27;121;94;39
-0.089259,0.038310,Soba tonight,1,202;34;149;135;89
-0.111708,-0.162214,accessibility and inclusion,1,8;15;179;214;311
-0.040062,-0.056575,"Consideration of line-of-sight guidance and depth expression, continued",0,361;89;227;288;253
0.029031,-0.016491,Fostering psychological safety,4,396;193;240;111;211
0.235386,-0.004216,Consistency of experience and brand,2,33;113;182;186;225
0.035413,0.103659,Data-driven improvements,1,12;51;136;229;234
0.082586,0.017805,Criteria for technology selection,4,87;53;60;91;184
-0.087445,0.025881,Internal knowledge sharing platform concept (priority),1,233;376;257;194;124
-0.042080,0.150253,Acquisition cost analysis by channel,1,102;360;61;365;64
0.087904,0.054022,Cycle of experimentation and learning,1,54;98;99;132;217
-0.153561,0.041746,Summary of discussions and actions at X,1,23;402;42;133;219
-0.009469,0.003290,Personalization with AI,1,426;390;128;189;348
-0.005095,0.021560,Onboarding and retention,2,212;268;354;359;404
-0.058933,-0.057968,19 iron-plated Roman fonts used by professionals,0,244;3;48;49;291
-0.061063,0.107625,Messages and notes that differentiate you from the competition,4,107;112;364;100;379
-0.002504,0.034266,Multiple roles in small teams,1,232;124;125;139;223
0.139675,0.041600,Product strategy and visualization,3,220;263;103;216;248
-0.090853,0.018850,Best practices for community management,1,273;423;188;316;271
-0.203241,0.052510,Tomorrow's to-do draft,1,377;387;133;219;213
0.020801,0.024550,SEO and content strategy,1,378;168;62;301;417
0.074148,0.072943,Linking KPIs and OKRs,3,10;242;52;109;120
0.003456,-0.015053,Tone and etiquette proposal for brand worldview (v2),2,127;122;90;33;113
0.103918,-0.101901,Designer's first value offering,0,230;86;297;41;101
0.121720,-0.010138,Balancing technical debt and new features,4,20;35;56;57;114
-0.060046,0.029147,Data usage and consent acquisition,1,190;146;245;189;348
-0.047428,-0.086131,Centralized templates and guidelines,0,209;9;203;147;243
-0.033773,0.004544,Standardized logging and monitoring,1,203;177;209;27;121
-0.111708,-0.162214,accessibility and inclusion,1,8;15;153;214;311
-0.126081,-0.074692,Remote collaboration and documentation,1,26;30;97;339;123
-0.045852,-0.059686,Mixed printing rules and hypotheses for Japanese and European languages,0,278;3;48;301;92
0.235386,-0.004216,Consistency of experience and brand,2,33;113;156;186;225
0.209104,0.171390,Marketing and product KPIs,3,52;109;120;262;326
0.093673,0.032037,Speed ​​and quality of decision making,4,29;224;272;296;374
-0.007150,0.107871,Industry influencer communication analysis,4,64;108;0;19;102
0.235386,-0.004216,Consistency of experience and brand,2,33;113;156;182;225
0.073829,-0.080474,End-to-end experience design,2,335;358;231;130;148
-0.002701,0.016315,Communication that earns the trust of your team,1,316;271;367;124;125
0.003944,0.006641,Data and AI governance,1,348;424;390;176;190
-0.060046,0.029147,Data usage and consent acquisition,1,176;146;245;189;348
0.162442,0.108579,Balancing customer experience and profits,2,43;346;370;373;399
-0.160928,0.034874,Cafe Memo near the office (priority),1,321;267;135;322;372
0.002681,-0.142848,Security and authentication design,0,240;41;101;205;258
-0.028567,0.048240,Operations that prevent knowledge from becoming obsolete,1,233;159;124;125;139
-0.046922,0.019837,Building consensus with stakeholders,4,117;428;16;46;176
0.006454,-0.084914,Viral loop design,0,206;340;421;414;54
-0.044647,-0.170506,Color system and accessibility,0,8;15;153;179;214
-0.003244,0.081832,Analysis of withdrawal points and improvement proposals,4,371;59;112;364;12
-0.156290,-0.069825,accessibility checklist,1,222;8;15;153;179
-0.119374,0.052797,Contract renewal reminder operation,1,282;146;245;290;292
0.019162,0.018444,Collaboration between sponsors and partners,1,216;248;108;28;70
-0.089259,0.038310,Soba tonight,1,152;34;149;135;89
0.003390,-0.117037,Unification of development environment,0,246;274;177;209;41
-0.113521,0.043554,Candidate conference themes,1,259;307;378;62;133
0.080393,-0.291397,Design system and development,0,41;101;258;341;345
-0.043623,-0.084593,Continuation of viral loop design,0,340;196;421;1;386
-0.024366,-0.000803,User-centered decision making,4,50;95;239;334;144
0.078183,-0.112999,Balance between readability and visibility,0,92;91;383;48;35
-0.047428,-0.086131,Centralized templates and guidelines,0,177;9;203;147;243
-0.093696,0.088623,Post-event knowledge sharing,1,257;233;376;159;273
0.036205,-0.013507,Interview design for qualitative research,4,111;1;276;386;383
-0.005095,0.021560,Onboarding and retention,2,164;268;354;359;404
-0.061124,0.048856,Prioritize your roadmap,4,420;53;138;277;379
-0.111708,-0.162214,accessibility and inclusion,1,8;15;153;179;311
-0.055924,0.070325,Emotion curve for each touchpoint,3,385;198;371;72;75
0.230289,0.037697,Collaboration between marketing and product,3,248;28;70;84;143
0.087904,0.054022,Cycle of experimentation and learning,1,54;98;99;132;161
-0.029936,-0.012277,Planning a usability test,0,249;104;105;336;407
-0.230655,0.035235,Online study group planning memo,1,133;116;261;376;259
0.074319,0.060192,Product strategy and visualization (postponed),3,168;302;343;263;103
-0.023576,-0.054687,Hybrid of remote and office,1,337;88;26;30;97
-0.156290,-0.069825,accessibility checklist,1,199;8;15;153;179
0.099034,0.058739,Team productivity and knowledge,1,124;125;139;328;349
0.197488,0.035382,Balancing speed and quality,2,29;272;296;374;58
0.235386,-0.004216,Consistency of experience and brand,2,33;113;156;182;186
-0.171077,0.085949,Journey scenario by persona continued,1,36;419;363;286;303
-0.094020,-0.107943,Continuation of AR overlay information design,0,288;305;332;154;361
-0.081782,-0.084176,Patterns of spatial navigation,0,39;7;5;330;253
0.035413,0.103659,Data-driven improvements,1,12;51;136;157;234
0.070031,-0.089080,Designer's first value provision continued,0,174;130;1;275;333
0.109737,-0.044864,Experience design to improve NPS,2,187;335;86;297;358
-0.002504,0.034266,Multiple roles in small teams,1,167;124;125;139;223
-0.077176,0.009906,Concept of internal knowledge sharing platform,1,159;376;257;194;124
0.035413,0.103659,Data-driven improvements,1,12;51;136;157;229
0.025733,0.047647,Needs analysis based on job theory,4,111;211;231;104;105
0.010468,-0.038812,Prompt design know-how,0,356;414;427;231;421
0.117062,0.116300,Balancing customer experience and profits (priority),2,43;191;346;370;373
-0.085918,0.142697,Customer experience journey organization notes/memos,2,344;80;352;362;66
-0.024366,-0.000803,User-centered decision making,4,50;95;207;334;144
0.002681,-0.142848,Security and authentication design,0,193;41;101;205;258
0.223289,-0.190807,Collaboration between product and design,2,28;70;84;143;309
0.163038,0.110643,Marketing equation and KPI design,3,10;287;52;109;120
-0.074324,-0.076417,Preparation of logo usage guide,0,147;177;209;122;146
-0.058933,-0.057968,19 iron-plated Roman fonts used by professionals,0,165;3;48;49;291
-0.114447,0.013139,Updates and announcements of terms of use,1,146;200;282;251;176
0.018880,-0.118678,Component reuse and consistency,0,423;203;177;209;275
0.235386,-0.004216,Consistency of experience and brand,2,33;113;156;182;186
0.230289,0.037697,Collaboration between marketing and product,3,216;28;70;84;143
-0.029936,-0.012277,Planning a usability test,0,218;104;105;336;407
-0.029181,0.008727,Hallucination measures and verification,4,118;194;145;75;104
-0.099170,0.024671,Review of privacy policy,1,426;146;245;122;176
0.087904,0.054022,Cycle of experimentation and learning,1,54;98;99;132;161
-0.044187,-0.113751,Spatial interaction verified with prototype - continued,0,7;44;330;414;368
-0.043172,-0.065614,Cooperation between microservices,1,271;367;246;414;201
0.035413,0.103659,Data-driven improvements,1,12;51;136;157;229
-0.112132,-0.056613,How to use DM and public posts,1,69;418;2;106;159
-0.043516,0.031925,Onboarding and knowledge sharing,1,164;212;268;354;359
0.080393,-0.291397,Design system and development,0,41;101;205;341;345
-0.122505,0.056537,Candidate conference themes (later),1,204;378;307;62;133
0.253713,0.012510,Balance between technology and business,4,35;56;57;114;264
-0.226869,0.035055,Online study group planning notes,1,116;133;219;376;259
0.209104,0.171390,Marketing and product KPIs,3,52;109;120;183;326
0.109801,-0.023774,Verbalization of product vision,4,168;90;220;216;248
0.253713,0.012510,Balance between technology and business,4,35;56;57;114;260
-0.027185,0.069452,Paid advertising creative testing,1,409;148;411;218;249
0.030652,0.150287,Review of customer success metrics,3,413;425;31;353;303
-0.156993,0.031395,Cafe Note near the office,1,321;192;135;372;221
-0.005095,0.021560,Onboarding and retention,2,164;212;354;359;404
0.145609,-0.171157,Design and engineering handoff,0,338;28;70;84;143
-0.078340,-0.023803,NDA template preparation,1,79;280;177;209;146
-0.049515,-0.075538,A culture of asynchronous communication,1,367;188;316;295;254
0.197488,0.035382,Balancing speed and quality,2,29;224;296;374;58
-0.094910,0.045417,Community event management know-how,1,169;210;133;219;357
0.037830,-0.119071,Unification of visual identity,0,203;383;33;113;156
0.006388,-0.269110,Design system expansion policy,0,333;41;101;205;258
0.081260,0.025890,Question design and bias in quantitative research,4,386;111;211;1;383
-0.105812,0.113899,Backlog based on user research,1,138;104;105;336;407
-0.046461,-0.081749,Rules for mixing Japanese and European languages,0,181;301;3;92;208
-0.018463,-0.182674,Linking spatial audio and UI,0,14;330;5;7;72
-0.122504,-0.030717,Preparation of onboarding documents,1,257;164;212;268;354
0.235386,-0.004216,Consistency of experience and brand,2,33;113;156;182;186
-0.119374,0.052797,Contract renewal reminder operation,1,200;146;245;290;292
-0.094978,-0.090526,Sketch of three-dimensional information arrangement,0,375;7;427;253;305
-0.040857,-0.059177,Front-end performance optimization,0,77;82;126;313;246
0.116392,-0.010441,Balancing release cycle and quality,4,29;224;272;296;374
-0.072028,0.118494,Research for persona verification,1,363;419;104;105;336
0.110185,0.114390,Continuation of marketing equation and KPI design,3,10;242;302;343;52
-0.094020,-0.107943,Continuation of AR overlay information design,0,227;305;332;154;361
-0.010493,0.021987,Startup cross-border behavior,1,16;46;271;367;172
-0.047956,0.063811,Contract review points,4,292;86;297;146;245
0.012578,-0.105145,Combining fonts that match your brand,0,49;3;48;91;317
-0.047956,0.063811,Contract review points,4,290;86;297;146;245
-0.023558,-0.130360,API design and versioning policy,0,294;11;395;275;333
-0.023558,-0.130360,API design and versioning policy,0,293;11;395;275;333
0.071063,-0.022929,A culture of experimentation and iteration,1,54;98;99;132;161
0.197488,0.035382,Balancing speed and quality,2,29;224;272;374;58
0.044024,-0.087542,Streamline design reviews,0,86;383;9;421;231
0.253713,0.012510,Balance between technology and business,4,35;56;57;114;260
0.253713,0.012510,Balance between technology and business,4,35;56;57;114;260
-0.136717,0.097711,weekly review template,1,342;177;209;318;325
-0.082174,-0.034379,Rules for searchable titles and tags,0,417;278;171;25;131
0.149692,0.171370,Marketing and product KPIs (later),3,343;52;109;120;183
-0.128065,0.114394,Customer journey map update proposal (v2),3,66;31;353;344;80
-0.048956,0.037860,Copy expression that resonates with the target,1,383;49;89;388;3
-0.051705,-0.126147,AR overlay information design,0,332;227;288;427;283
-0.058425,-0.042390,Infrastructure scalability,1,331;71;203;275;333
-0.051471,-0.000677,Theme and composition of the LT meeting,1,259;204;378;62;96
-0.060747,0.030970,Tone test for SNS posts,1,324;148;411;265;409
0.223289,-0.190807,Collaboration between product and design,2,28;70;84;143;241
-0.032416,0.150907,Journey measures to improve repeat rate,1,352;362;344;31;353
-0.111708,-0.162214,accessibility and inclusion,1,8;15;153;179;214
0.067774,-0.206817,Design system and development/hypothesis,0,41;101;205;258;341
-0.107898,-0.166512,Accessibility and font size,0,8;15;153;179;214
-0.055714,-0.002970,Workshop facilitation (priority),1,357;159;417;60;237
-0.177375,0.081345,Key points from Thread by @heralbony,1,323;261;116;94;133
-0.002701,0.016315,Communication that earns the trust of your team,1,188;271;367;124;125
-0.092758,-0.078767,Font license and scope of use,0,403;3;48;91;313
-0.015260,0.108491,How to reflect and learn from failure (priority),1,325;54;98;99;132
0.035413,0.103659,Data-driven improvements,1,12;51;136;157;229
-0.090739,-0.131809,Related document link design,0,9;25;280;26;30
-0.172181,0.040150,Cafe memo near the office,1,192;267;135;377;387
-0.208034,0.113627,Lunch candidate list (later),1,372;259;192;68;220
-0.189085,0.074333,Key notes from Thread by @heralbony,1,315;133;219;116;62
-0.010832,-0.042645,Unifying the tone of photos and illustrations,0,274;127;308;203;246
-0.014345,0.105139,How to reflect and learn from failure,1,318;54;98;99;132
0.209104,0.171390,Marketing and product KPIs,3,52;109;120;183;262
-0.063333,0.128469,Heuristic evaluation results,4,351;118;250;87;158
0.099034,0.058739,Team productivity and knowledge,1,124;125;139;223;349
-0.088361,-0.051363,Document-first decision making,4,65;50;95;207;239
-0.082444,-0.231733,Spatial UI accessibility,0,5;14;279;13;392
-0.058425,-0.042390,Infrastructure scalability,1,306;71;203;275;333
-0.051705,-0.126147,AR overlay information design,0,305;227;288;427;283
0.006388,-0.269110,Design system expansion policy,0,275;41;101;205;258
-0.024366,-0.000803,User-centered decision making,4,50;95;207;239;144
0.073829,-0.080474,End-to-end experience design,2,187;358;231;130;148
-0.042360,0.138301,User research and hypothesis testing,1,104;105;407;410;68
-0.077339,-0.026821,Hybrid of remote and office continued,1,221;123;88;26;30
0.145609,-0.171157,Design and engineering handoff,0,269;28;70;84;143
-0.126081,-0.074692,Remote collaboration and documentation,1,26;30;97;180;123
-0.043623,-0.084593,Continuation of viral loop design,0,206;196;421;1;386
0.080393,-0.291397,Design system and development,0,41;101;205;258;345
-0.136717,0.097711,weekly review template,1,300;177;209;318;325
0.149692,0.171370,Marketing and product KPIs (later),3,302;52;109;120;183
-0.053249,0.135047,Customer experience journey organization notebook,2,238;80;352;362;43
0.080393,-0.291397,Design system and development,0,41;101;205;258;341
0.162442,0.108579,Balancing customer experience and profits,2,43;191;370;373;399
0.235386,-0.004216,Consistency of experience and brand,2,33;113;156;182;186
0.003944,0.006641,Data and AI governance,1,189;424;390;176;190
0.099034,0.058739,Team productivity and knowledge,1,124;125;139;223;328
0.023149,0.056573,Testing strategy and coverage,1,115;218;249;140;148
-0.063333,0.128469,Heuristic evaluation results,4,327;118;250;87;158
0.033199,0.115826,Incorporating the voice of the customer into the journey,2,362;344;80;238;43
-0.120363,0.122165,Customer journey map update proposal (postponed),3,31;303;66;352;362
-0.005095,0.021560,Onboarding and retention,2,164;212;268;359;404
0.209104,0.171390,Marketing and product KPIs,3,52;109;120;183;262
-0.036621,-0.039282,Continued know-how on prompt design,0,236;1;230;130;386
-0.039182,-0.027684,Workshop facilitation,1,314;417;273;421;295
0.032623,-0.052356,Onboarding experience design,2,130;164;212;268;354
-0.005095,0.021560,Onboarding and retention,2,164;212;268;354;404
-0.032261,0.094723,Cost reduction considerations,4,365;61;198;371;160
-0.040062,-0.056575,"Consideration of line-of-sight guidance and depth expression, continued",0,154;89;227;288;253
0.033199,0.115826,Incorporating the voice of the customer into the journey,2,352;344;80;238;43
-0.098301,0.117767,Research for persona verification continued,1,286;226;68;419;104
0.038223,0.132640,Competitive analysis and points of differentiation,4,112;107;166;100;379
-0.064513,0.097556,Consideration of cost reduction/continued items,4,360;61;160;23;402
0.223289,-0.190807,Collaboration between product and design,2,28;70;84;143;241
-0.049515,-0.075538,A culture of asynchronous communication,1,271;188;316;295;254
-0.093854,-0.167840,XR space UI interaction plan,0,44;7;330;5;14
-0.012201,0.024946,Estimate and scope management,4,4;365;360;10;242
0.162442,0.108579,Balancing customer experience and profits,2,43;191;346;373;399
-0.003244,0.081832,Analysis of withdrawal points and improvement proposals,4,198;59;112;364;12
-0.180034,0.093105,Lunch candidate list,1,322;377;387;192;321
0.162442,0.108579,Balancing customer experience and profits,2,43;191;346;370;399
0.197488,0.035382,Balancing speed and quality,2,29;224;272;296;58
-0.094978,-0.090526,Sketch of three-dimensional information arrangement,0,283;7;427;253;305
-0.125487,0.019373,Concept memo for internal knowledge sharing platform,1,233;159;257;194;210
-0.127590,0.064373,shopping list and notes,1,387;170;62;238;199
-0.018762,0.061567,Content marketing theme planning,1,62;171;216;248;259
-0.021578,0.103755,Competitive feature comparison matrix (preferred),4,100;112;364;166;107
0.005397,0.048253,Improved billing and payment flow,1,416;71;86;297;237
-0.114034,-0.034087,Legacy code refactoring plan,0,293;294;203;246;218
-0.033154,0.075838,email marketing automation,1,18;83;142;378;163
0.120286,-0.101735,Quantitatively measure design impact,0,86;297;276;9;111
0.091715,-0.167018,Designing the boundary between reality and virtuality,0,73;7;383;72;28
-0.055924,0.070325,Emotion curve for each touchpoint,3,215;198;371;72;75
0.055061,0.033255,Continuation of question design and bias in quantitative research,4,276;1;111;211;383
-0.127590,0.064373,shopping list and notes,1,377;170;62;238;199
-0.071415,0.079200,Relationship between hashtags and reach,1,94;104;105;336;407
-0.062495,-0.062825,Troubleshooting and postmortem,1,8;15;153;179;214
0.001051,-0.027362,Role sharing between AI assistant and humans,1,163;128;189;348;134
-0.150555,0.092658,Networking follow-up,1,38;271;367;210;0
-0.037473,-0.137152,UI principles for multi-user space,0,13;330;5;72;414
-0.111708,-0.162214,accessibility and inclusion,1,8;15;153;179;214
-0.078523,0.046804,Utilizing social listening,1,78;233;159;163;40
-0.053952,-0.116711,Continuation of API design and versioning policy,0,11;293;294;275;333
0.029031,-0.016491,Fostering psychological safety,4,155;193;240;111;211
0.235386,-0.004216,Consistency of experience and brand,2,33;113;156;182;186
0.209104,0.171390,Marketing and product KPIs,3,52;109;120;183;262
0.162442,0.108579,Balancing customer experience and profits,2,43;191;346;370;373
0.087904,0.054022,Cycle of experimentation and learning,1,54;98;99;132;161
-0.020485,0.103082,Measuring the effectiveness of cross-posting,1,137;148;411;140;289
-0.108936,0.030055,How to keep minutes and decisions,4,23;194;27;121;365
-0.092758,-0.078767,Font license and scope of use,0,317;3;48;91;313
