x,y,text,cluster,connected_to
-0.064495,-0.031814,レイアウト分析,0,368;418;428;448;358
0.030221,0.367251,XR市場共有,3,341;324;213;140;315
-0.068177,-0.069186,プロンプト設計メモ,0,88;146;6;81;65
0.238782,-0.104126,UI構造整理,4,276;224;90;71;480
0.048814,0.031785,登壇資料紹介,0,114;14;75;48;24
-0.134380,-0.030564,可変フォント実験,2,212;195;291;351;152
-0.103246,-0.081213,決済体験レビュー,0,241;280;148;163;196
0.067394,-0.020707,UIトレンド共有,4,119;217;57;400;90
-0.048915,-0.003320,コミュニティ交流,0,138;86;14;114;89
0.026512,0.061801,和文欧文混植研究,0,7;66;137;3;183
-0.086990,-0.033150,プロダクト価値説明,0,117;9;265;65;21
-0.008683,0.372218,XR操作体験,3,285;233;154;303;95
0.320882,-0.073133,UI導線再設計,4,260;295;208;240;318
-0.163770,-0.024275,ブランド言語化,0,365;28;375;445;475
0.158986,-0.107634,API連携紹介,1,245;164;153;235;204
-0.047683,-0.072348,デザイン改善ログ,0,257;188;378;76;122
0.237809,-0.063872,UI分析投稿,4,360;400;300;249;200
0.040959,0.346118,XR事例比較,3,393;177;213;128;95
-0.194368,-0.066719,フォント事例紹介,2,391;102;441;411;263
-0.173164,-0.157475,PAY.JPキャンペーン告知,1,472;202;94;272;402
0.004332,-0.012859,ユーザー体験考察,0,356;226;17;206;426
0.001797,-0.022687,情報アーキテクチャ整理,0,109;6;161;37;276
0.165455,-0.052298,生成AI活用例,1,270;219;157;397;297
0.091784,-0.001163,UIスクショ共有,4,90;41;460;380;400
-0.073394,0.010033,ハッカソン成果報告,0,182;228;278;107;160
-0.159273,0.011712,ブランド世界観検討,0,277;355;180;415;365
0.043771,-0.078626,決済UX改善,4,211;176;252;116;1
-0.180474,-0.082632,タイポグラフィ検証,2,229;279;97;13;271
0.079124,0.365777,XR展示会参加,3,223;140;177;187;413
0.121754,-0.100723,UIコンポーネント比較,4,10;178;0;186;269
0.244481,-0.118632,API設計言及,1,127;444;225;264;139
-0.028299,-0.075333,デザイン評価ポイント,0,174;81;129;145;286
0.070669,0.094968,海外事例共有,0,266;190;213;24;316
-0.035682,-0.054639,フローデザイン改善,0,141;188;378;376;371
0.176255,0.000176,AIとUXの接続,4,136;446;191;246;456
-0.125136,0.023836,カラーアクセシビリティ,0,234;298;449;189;359
0.093266,0.041266,VisionOSレビュー,4,259;193;135;299;220
0.230615,-0.101173,UI設計意図整理,4,146;440;37;130;260
-0.195732,-0.182043,PAY.JP事例投稿,1,287;392;156;216;258
-0.086700,-0.001698,プロトタイピング記録,0,21;120;97;88;54
-0.186933,-0.072695,フォント比較画像,2,221;391;162;361;351
-0.121552,0.009640,イベント登壇レポート,0,4;123;22;114;14
0.000526,0.032620,UX検証ログ,4,257;155;436;150;386
-0.116883,-0.013092,ブランド接点分析,0,134;365;227;415;425
-0.081875,0.381019,XRプロジェクト共有,3,203;463;341;213;315
0.177463,-0.104302,UI改良案,4,172;370;240;99;268
0.030406,-0.057573,決済導線再考,0,222;196;208;280;116
-0.061906,-0.053146,デザイン観察メモ,0,88;65;130;6;174
0.060310,-0.145776,API利用事例,1,292;235;394;98;284
-0.083727,0.041641,LLM実験投稿,0,307;256;207;168;25
0.197083,-0.090424,UI操作性検証,4,224;136;276;350;79
-0.135007,-0.062040,フォント選定理由,2,351;263;411;52;441
-0.112134,0.035222,コミュニティ投稿共有,0,42;138;317;322;114
-0.033147,0.291013,XRアプリ紹介,3,265;51;393;149;213
-0.044755,0.006558,体験設計メモ,0,255;6;81;36;146
-0.162812,0.011120,スポンサー活動報告,0,14;75;58;182;262
0.144100,-0.050675,UI構造図共有,4,37;276;460;57;224
0.080297,-0.062060,生成AI品質検討,1,219;175;124;297;197
-0.163839,-0.040442,ブランドコピー検討,0,218;277;355;151;415
0.092550,0.040470,UXレビュー,4,191;246;456;356;215
-0.180995,-0.178784,PAY.JP活用紹介,1,202;302;156;258;170
-0.033446,0.342443,XR体験比較,3,285;51;154;303;45
-0.064700,-0.021016,レイアウト最適化,0,188;378;448;488;34
-0.191811,-0.045539,タイポグラフィ研究ノート,2,229;61;279;13;248
0.057268,-0.146891,API活用アイデア,1,284;82;15;235;292
0.221319,-0.131184,UI改善仮説,4,268;172;206;231;79
0.307523,-0.056393,UI比較研究,4,186;166;178;249;0
0.028250,0.314295,XR空間レイヤー考察,3,187;51;177;393;353
-0.212687,-0.073202,フォント活用事例,2,391;52;441;195;291
-0.030971,-0.143567,決済画面改善,0,19;60;296;196;211
-0.131072,-0.048978,ブランドガイド整理,0,239;485;290;192;121
0.287890,-0.093201,AI活用UI,4,185;447;219;288;397
0.222244,0.064068,UX事例分解,4,24;396;226;266;366
-0.077471,0.004830,ハッカソン振り返り,0,278;182;58;160;262
-0.142010,-0.211917,PAY.JP機能検討,1,29;247;352;5;142
0.001234,0.005478,情報設計研究,0,161;6;169;55;174
0.341509,-0.068347,UI事例考察,4,410;390;250;224;360
0.019560,0.500033,XRニュース共有,3,251;324;403;341;315
-0.056187,-0.025406,可読性検証,0,30;271;244;152;189
0.019505,-0.147100,API検証投稿,1,304;179;404;274;354
-0.079846,0.027952,登壇テーマ共有,0,86;75;38;322;438
-0.152273,-0.087192,フォント階層設計,2,253;173;441;13;263
0.044297,-0.053925,決済UX考察,4,252;211;60;176;1
-0.064194,-0.050323,プロダクト改善投稿,0,9;44;375;49;376
0.073258,0.014758,LLM比較,0,168;256;207;307;83
0.105187,-0.073426,UIトレンド分析,4,217;41;200;360;194
-0.044840,0.333858,XRプロトタイプ,3,203;265;353;285;45
-0.166953,-0.007395,ブランドストーリー整理,0,267;239;485;104;290
0.201683,-0.099078,UI改善記録,4,370;172;240;79;231
-0.194316,-0.145507,PAY.JPイベント報告,1,230;72;5;402;272
0.048143,-0.024402,生成AI実験,1,219;91;175;297;197
-0.213536,0.018363,フォント研究共有,2,301;201;319;283;421
0.243698,0.073045,UX導線分析,4,236;366;106;295;286
0.230808,-0.136134,API設計考察,1,64;444;225;264;139
0.073605,0.321804,XR操作比較,3,51;233;95;187;45
-0.040337,-0.027527,デザイン振り返り,0,458;455;459;451;191
0.135846,-0.104494,UI設計ノート,4,146;200;440;71;460
-0.167736,-0.000626,カラー比較投稿,0,409;209;313;419;399
-0.072328,-0.020760,ハルシネーション検証,0,30;112;189;271;244
0.037872,-0.152296,決済UI事例,4,269;19;116;176;252
-0.078603,-0.013096,ブランド接触点分析,0,77;365;227;415;425
0.082849,0.031552,VisionOS事例検証,4,193;220;2;171;70
0.161535,-0.078031,UIユーザビリティ,4,350;84;450;440;79
-0.179528,-0.024400,フォント組版研究,2,283;421;263;201;248
-0.138493,-0.021412,コミュニティ発信,0,42;86;475;478;477
0.227645,-0.143749,API改善案,1,214;374;314;127;64
0.074970,0.428567,XR展示共有,3,223;62;341;213;35
0.098516,-0.028815,UX改善フロー,4,376;294;206;1;306
-0.197064,-0.207273,PAY.JP事例検証,1,287;392;258;156;72
0.051827,-0.068283,AIワークフロー紹介,1,232;185;457;397;357
-0.106689,-0.039127,レイアウト事例,0,398;448;358;428;408
-0.011712,-0.050789,デザイン意図言語化,0,23;174;65;71;161
0.197649,-0.102124,UI再設計メモ,4,200;130;71;260;240
-0.126262,-0.075433,タイポ比較,0,311;279;229;61;97
-0.103743,0.020429,決済体験共有,0,329;347;280;241;40
-0.064711,0.391504,XR関連投稿,3,403;324;493;315;203
0.151891,-0.067420,UI考察ログ,4,430;410;76;224;257
-0.186795,-0.029417,ブランドトーン検討,0,277;355;11;92;218
-0.142182,-0.012263,フォント視認性研究,2,283;421;137;248;195
0.110821,-0.113932,API利用報告,1,82;292;384;235;284
-0.037228,0.400803,XR体験共有,3,303;95;45;285;341
0.026847,0.024242,UX検証投稿,4,215;406;76;275;93
-0.191447,-0.184635,PAY.JP活用事例,1,258;287;392;72;216
0.067866,-0.034831,生成AI活用投稿,1,219;56;407;321;270
0.333877,-0.111600,UI改善方向,4,370;172;289;240;231
-0.157505,-0.022894,カラー設計事例,0,399;298;449;16;261
-0.134610,0.033228,ハッカソン活動記録,0,262;182;8;58;107
-0.011079,-0.044436,情報設計図解,0,109;6;55;65;145
-0.186855,-0.070017,フォント分析,2,361;411;283;421;263
-0.114281,-0.125687,決済フロー検証,0,1;280;241;196;116
0.176177,-0.131676,API連携考察,1,245;254;414;48;284
-0.107461,0.396646,XRイベント共有,3,293;4;78;315;463
0.332923,-0.086873,UI比較整理,4,100;186;249;0;26
-0.147127,-0.041033,ブランド設計議論,0,445;277;355;227;415
0.028198,-0.002776,LLM導入例,0,207;256;118;83;307
0.164033,0.079269,UX設計研究,4,426;446;286;356;226
-0.184510,-0.171941,PAY.JP紹介投稿,1,202;302;72;94;272
0.207912,0.037065,VisionOS操作分析,4,259;299;220;135;193
0.212638,-0.130252,UI改善検討,4,268;99;370;79;240
-0.183037,-0.080885,フォント階層整理,2,253;115;481;20;491
-0.040104,-0.056605,デザインシステム検討,0,23;65;145;129;109
0.170439,-0.046442,生成AI評価,1,297;91;242;124;219
0.024092,-0.055250,決済UX最適化,4,60;211;252;116;1
0.074424,0.397628,XR事例研究,3,393;51;213;315;423
0.199139,-0.068756,UI体験比較,4,100;186;166;0;350
0.037003,-0.150433,API検証メモ,1,15;113;464;304;494
-0.192404,0.056750,ブランド世界観共有,0,59;465;326;337;344
0.066296,0.012878,UX事例まとめ,4,226;396;496;266;24
-0.100183,0.014647,ハッカソン報告,0,58;160;278;107;262
-0.195595,-0.070149,フォント組み合わせ,2,3;263;137;491;351
-0.108647,-0.183009,PAY.JP導線分析,1,362;5;422;382;202
0.089056,-0.062718,AI活用検討,1,357;105;219;143;91
0.277074,-0.076566,UI設計比較,4,100;166;249;26;178
0.058201,0.357917,XR技術考察,3,413;51;285;233;353
-0.061794,-0.054916,レイアウト改善,0,378;96;488;448;358
-0.158564,-0.021456,カラー検証,0,313;359;399;298;449
0.156120,-0.075406,API事例共有,1,204;331;342;394;235
0.123744,0.069785,UX振り返り,4,246;456;93;450;356
-0.187519,-0.035909,ブランド整理投稿,0,239;485;290;405;104
0.065460,0.020252,VisionOS検証,4,135;299;70;220;171
0.113192,-0.077364,UIパターン研究,4,10;350;200;217;276
-0.192671,-0.029130,フォント実験,2,291;212;39;351;283
-0.058492,-0.106934,決済画面考察,0,296;280;116;241;103
0.086399,-0.051197,生成AI連携,1,288;297;219;91;124
-0.072774,0.338500,XR体験レポート,3,4;95;285;45;154
0.265888,-0.070765,UI改善共有,4,308;370;318;306;240
0.149921,-0.098390,UI分析メモ,4,146;130;460;360;276
-0.201357,-0.023579,フォント研究投稿,2,283;421;125;301;137
-0.188726,-0.197358,PAY.JP紹介,1,94;302;170;29;247
-0.054829,0.407567,XRプロジェクト,3,78;265;120;393;353
0.144942,-0.080628,API活用共有,1,331;342;190;284;384
-0.167668,-0.038405,ブランド一貫性検討,0,28;305;277;355;59
0.117203,-0.004947,UX改善仮説,4,99;268;376;294;141
-0.048025,-0.003811,LLM応用事例,0,256;168;25;307;83
0.311711,-0.037526,UI導線再考,4,46;295;260;410;110
-0.121855,-0.019524,カラー設計比較,0,298;449;131;16;359
-0.111063,0.007613,ハッカソン参加,0,262;8;182;160;312
0.061915,-0.065736,決済UX再設計,4,60;176;252;116;1
-0.178779,-0.035330,フォント可変実験,2,39;195;291;351;283
-0.001022,0.389948,XR事例共有,3,315;393;51;177;341
0.227645,-0.143749,API改善案,1,139;374;314;127;64
0.109324,0.019272,UX評価投稿,4,155;406;275;316;286
-0.197490,-0.164951,PAY.JP事例共有,1,287;392;156;72;258
0.111043,-0.071299,UIトレンド考察,4,119;41;350;194;200
-0.163839,-0.040442,ブランドコピー検討,0,92;277;355;151;415
0.055574,-0.064272,生成AI活用検証,1,56;124;91;157;185
0.174586,0.066250,VisionOS事例,4,2;135;259;171;299
-0.165127,-0.044661,フォント比較研究,2,283;421;74;137;201
0.042587,-0.068179,決済導線最適化,0,80;176;60;211;103
0.074838,0.399983,XR展示参加,3,62;140;177;393;187
0.232047,-0.104493,UI構造考察,4,276;37;350;410;110
0.223908,-0.135605,API設計整理,1,444;64;127;264;484
0.084338,0.030236,UX事例検討,4,396;181;356;24;266
-0.115410,-0.026033,ブランド接点設計,0,445;77;134;255;167
-0.106986,0.034466,ハッカソン成果共有,0,312;332;58;182;160
-0.172059,-0.073253,タイポグラフィ考察,2,97;61;279;13;147
-0.200935,-0.161206,PAY.JPイベント,1,123;156;287;392;472
0.307325,-0.085504,UI改善研究,4,370;172;240;268;99
0.045037,-0.071942,AIワークフロー,1,143;185;457;288;357
0.011151,0.282955,XR操作検証,3,285;45;128;187;353
-0.125136,0.023836,カラーアクセシビリティ,0,69;298;449;189;359
0.163307,-0.136823,API活用例,1,292;394;82;284;204
0.235987,0.055660,UX導線設計,4,126;46;446;295;24
-0.186387,-0.068606,フォントライセンス,2,20;441;471;271;391
0.149618,0.087879,VisionOS投稿,4,310;220;281;330;349
-0.175183,-0.045903,ブランド整理,0,485;192;290;104;121
0.265013,-0.114003,UI設計改善,4,370;260;172;440;26
-0.087143,-0.061340,決済体験分析,0,280;252;40;296;148
0.204107,-0.028499,生成AI考察,1,417;175;124;91;297
-0.075014,0.360641,XRトレンド,3,149;203;403;493;265
-0.095067,-0.042763,レイアウト検証,0,34;368;358;448;144
0.137687,-0.120193,API連携,1,48;164;153;82;235
0.123744,0.069785,UX振り返り,4,191;456;93;450;356
-0.152677,-0.209206,PAY.JP機能紹介,1,29;108;202;94;5
-0.177502,-0.028208,フォント研究メモ,2,283;421;201;137;411
0.275326,-0.075754,UI比較投稿,4,166;100;186;178;0
0.322077,-0.063897,UI事例整理,4,390;110;480;166;360
0.019560,0.500033,XRニュース共有,3,111;324;403;341;315
0.045182,-0.056085,決済UX分析,4,116;211;60;176;1
-0.173665,-0.083536,フォント階層検討,2,115;173;351;263;411
0.255992,-0.113422,API考察,1,414;164;424;364;127
-0.121401,0.015898,ブランド体験設計,0,445;227;167;88;277
-0.026578,0.032493,LLM活用実験,0,207;307;83;168;25
0.055550,0.013921,UX改善ログ,4,76;49;376;436;141
-0.181931,-0.192972,PAY.JP活用例,1,156;287;392;142;72
0.188275,0.061081,VisionOS分析,4,171;299;220;70;330
0.327657,-0.072637,UI再設計,4,46;440;318;240;146
-0.135090,0.021923,カラー設計研究,0,429;298;449;16;159
-0.126323,0.035206,ハッカソン活動,0,160;210;182;58;278
-0.173143,-0.066357,フォント組版考察,2,411;3;137;162;361
0.186739,-0.068904,API設計共有,1,444;225;127;64;190
-0.070625,0.351874,XRプロダクト紹介,3,87;203;51;120;393
0.162080,0.068104,UX事例共有,4,316;396;24;181;226
-0.187272,0.016669,ブランドストーリー,0,121;405;395;455;415
0.221613,-0.131067,UI改善仮説,4,99;172;206;231;79
0.089827,-0.158661,決済UI比較,4,133;19;178;176;252
0.144964,-0.048073,生成AI事例,1,56;397;297;219;242
-0.194627,-0.086680,フォント検証,2,351;162;361;195;291
-0.212686,-0.183860,PAY.JP投稿,1,402;320;170;472;72
-0.044464,0.302885,XR検討メモ,3,353;463;493;187;51
0.038535,-0.118749,API実験,1,284;354;292;15;179
0.197537,0.094014,UX考察投稿,4,416;215;406;325;316
0.210651,-0.099570,UI構造分析,4,37;224;90;360;350
-0.182880,-0.013521,ブランド検討,0,355;151;59;92;218
-0.076797,0.004806,ハッカソン振り返り,0,107;182;58;160;262
-0.169450,-0.064267,タイポグラフィ比較,2,147;229;61;311;13
-0.089974,-0.061310,決済体験考察,0,241;196;148;40;116
0.166213,0.108705,VisionOS共有,4,330;349;2;310;220
0.297581,-0.082941,UI評価,4,350;100;440;295;410
-0.192050,-0.027949,フォント研究,2,421;201;137;248;221
0.089648,-0.150419,API活用検討,1,354;15;98;82;204
-0.032181,0.325779,XR体験検証,3,233;45;95;154;303
0.187422,0.021877,UX設計考察,4,446;169;226;416;356
-0.200109,-0.195514,PAY.JP事例,1,392;216;156;72;258
0.095208,-0.057849,AI連携,1,197;334;348;185;387
0.313979,-0.121437,UI改善提案,4,370;172;158;240;99
-0.206671,-0.037817,ブランド整理メモ,0,239;485;192;104;11
-0.192671,-0.029130,フォント実験,2,195;212;39;351;283
0.067297,-0.146501,API利用例,1,82;235;394;284;15
-0.079980,0.396154,XRイベント,3,165;4;203;393;403
0.193884,0.027381,UX改善方向,4,376;141;206;158;306
0.285284,-0.076764,UI導線検討,4,46;208;350;282;172
-0.030918,-0.074759,決済画面研究,0,196;241;103;252;116
0.168943,-0.039431,生成AI導入,1,175;197;91;219;56
-0.143072,-0.013573,カラー設計,0,449;159;261;16;209
0.201245,0.071181,VisionOS考察,4,259;171;220;193;330
0.243079,-0.015389,UI分析共有,4,360;327;338;345;199
-0.213536,0.018363,フォント研究共有,2,125;201;319;283;421
-0.186950,-0.149184,PAY.JP紹介共有,1,202;170;94;216;320
-0.037228,0.400803,XR体験共有,3,154;95;45;285;341
0.010533,-0.082581,API検証共有,1,113;179;464;190;204
-0.177024,0.033680,ブランド一貫性共有,0,326;337;344;205;28
0.152817,0.053727,UX改善共有,4,376;199;308;336;343
-0.075450,0.073745,LLM実験共有,0,83;256;207;168;25
0.265888,-0.070765,UI改善共有,4,199;370;318;306;240
0.012299,0.015324,決済UX共有,4,252;116;60;176;211
0.153830,0.111797,VisionOS共有投稿,4,238;281;330;349;2
-0.143153,-0.017932,タイポ比較共有,0,147;279;229;61;97
-0.138221,0.045668,ハッカソン共有,0,332;228;182;262;160
-0.178354,0.024433,カラー検証共有,0,189;333;389;469;399
0.207895,-0.115685,API改善共有,1,374;139;214;204;331
-0.023852,0.383162,XR事例共有投稿,3,213;324;403;393;51
0.138767,0.078836,UX事例共有投稿,4,266;325;396;24;406
-0.201934,0.054118,ブランド共有投稿,0,326;337;344;405;435
0.313871,-0.035913,UI再設計共有,4,260;199;308;240;440
-0.238772,-0.005988,フォント共有投稿,2,328;339;346;461;381
-0.200616,-0.126607,PAY.JP共有投稿,1,402;272;340;302;216
0.109395,0.016352,AI共有投稿,1,407;334;348;467;387
-0.122387,0.040916,レイアウト共有投稿,0,335;468;408;388;438
0.176328,-0.075329,API共有投稿,1,404;331;342;204;190
-0.032970,0.431526,XR共有投稿,3,315;403;341;149;433
0.170010,0.150512,UX共有投稿,4,336;343;316;406;386
-0.188086,0.063817,ブランド共有,0,337;344;317;385;465
0.291521,-0.022357,UI共有,4,338;345;380;199;308
-0.231688,-0.010064,フォント共有,2,339;346;319;461;381
-0.129982,-0.014271,決済共有,0,347;148;309;340;241
0.165679,0.108619,VisionOS共有,4,349;281;2;310;220
0.191162,-0.077030,API共有,1,342;204;190;384;323
-0.138221,0.045668,ハッカソン共有,0,312;228;182;262;160
-0.186650,0.072939,カラー共有,0,389;469;439;313;399
0.135384,0.008375,AI共有,1,348;321;387;467;437
-0.108448,0.032559,レイアウト共有,0,322;468;388;438;448
0.208959,0.183087,UX共有,4,343;325;386;306;436
-0.188086,0.063817,ブランド共有,0,326;344;317;385;465
0.291521,-0.022357,UI共有,4,327;345;380;199;308
-0.231688,-0.010064,フォント共有,2,328;346;319;461;381
-0.186265,-0.135544,PAY.JP共有,1,320;216;302;462;382
-0.002988,0.439884,XR共有,3,213;35;324;383;433
0.191162,-0.077030,API共有,1,331;204;190;384;323
0.208959,0.183087,UX共有,4,336;325;386;306;436
-0.188086,0.063817,ブランド共有,0,326;337;317;385;465
0.291521,-0.022357,UI共有,4,327;338;380;199;308
-0.231688,-0.010064,フォント共有,2,328;339;319;461;381
-0.129982,-0.014271,決済共有,0,329;148;309;340;241
0.135384,0.008375,AI共有,1,334;321;387;467;437
0.165679,0.108619,VisionOS共有,4,330;281;2;310;220
0.210101,-0.105371,UI検討,4,172;295;282;79;440
-0.194798,-0.069392,フォント検討,2,411;253;195;291;263
-0.168131,-0.191285,PAY.JP検討,1,108;412;142;5;442
-0.040141,0.339414,XR検討,3,273;187;51;213;203
0.085320,-0.167816,API検討,1,284;274;179;454;164
-0.183319,-0.013321,ブランド検討,0,277;151;59;92;218
0.084812,0.064434,UX検討,4,226;426;446;286;93
0.099374,-0.053670,AI検討,1,185;457;407;447;497
-0.091797,-0.040886,レイアウト検討,0,418;448;428;34;368
-0.153551,-0.000320,カラー検討,0,419;16;189;298;449
0.314572,-0.073784,UI分析,4,300;50;366;276;200
-0.186855,-0.070017,フォント分析,2,162;411;283;421;263
-0.179124,-0.209472,PAY.JP分析,1,184;422;202;382;142
0.092100,0.409191,XR分析,3,483;423;177;413;51
0.200537,-0.101367,API分析,1,424;254;414;484;331
-0.161796,-0.031150,ブランド分析,0,415;77;425;134;277
0.254623,0.094124,UX分析,4,416;126;360;106;286
0.204469,-0.030545,AI分析,1,427;417;487;397;357
-0.064495,-0.031814,レイアウト分析,0,34;418;428;448;358
-0.133532,-0.000845,カラー分析,0,419;429;359;16;489
0.274667,-0.135963,UI改善,4,240;172;158;199;308
-0.140548,-0.091828,フォント改善,2,481;441;52;391;271
-0.125913,-0.233116,PAY.JP改善,1,5;482;442;452;202
0.030853,0.366829,XR改善,3,483;393;51;353;341
0.247075,-0.175790,API改善,1,139;214;314;444;225
-0.143253,-0.057115,ブランド改善,0,445;365;239;485;47
0.158284,0.008272,UX改善,4,294;306;141;206;446
0.204196,-0.074735,AI改善,1,487;447;357;185;457
-0.061794,-0.054916,レイアウト改善,0,188;96;488;448;358
-0.121342,-0.030430,カラー改善,0,489;298;449;399;419
0.175632,-0.013833,UI共有記録,4,327;338;345;460;430
-0.225726,0.011733,フォント共有記録,2,328;339;346;461;431
-0.230588,-0.134512,PAY.JP共有記録,1,216;340;432;320;287
-0.047325,0.399092,XR共有記録,3,341;433;213;315;324
0.098802,-0.077032,API共有記録,1,331;342;204;434;464
-0.209900,0.082910,ブランド共有記録,0,326;337;344;435;465
0.094490,0.155688,UX共有記録,4,466;436;336;343;325
0.063121,0.020470,AI共有記録,1,334;348;467;437;321
-0.107486,0.065510,レイアウト共有記録,0,335;468;438;322;144
-0.187575,0.104513,カラー共有記録,0,333;439;469;313;385
0.310904,-0.088931,UI事例,4,250;110;400;360;410
-0.216744,-0.070070,フォント事例,2,52;102;441;195;291
-0.200109,-0.195514,PAY.JP事例,1,287;216;156;72;258
0.018697,0.402938,XR事例,3,177;51;213;315;187
0.168620,-0.155569,API事例,1,235;82;292;190;404
-0.203567,-0.014031,ブランド事例,0,445;405;365;267;415
0.192047,0.055669,UX事例,4,24;266;226;181;106
0.153084,-0.041147,AI事例,1,270;56;407;185;427
-0.106689,-0.039127,レイアウト事例,0,144;448;358;428;408
-0.165954,-0.000113,カラー事例,0,159;298;449;359;189
0.174836,-0.081601,UI投稿,4,50;350;460;450;470
-0.236085,-0.067310,フォント投稿,2,319;201;471;441;328
-0.212911,-0.184310,PAY.JP投稿,1,272;320;170;472;72
-0.057669,0.414861,XR投稿,3,324;149;315;493;393
0.137956,-0.141228,API投稿,1,323;113;474;394;235
-0.205568,-0.002114,ブランド投稿,0,317;192;475;395;445
0.110183,0.091863,UX投稿,4,325;215;155;316;275
0.089956,-0.038722,AI投稿,1,321;397;497;357;157
-0.125865,-0.028651,レイアウト投稿,0,322;448;478;144;398
-0.188270,-0.000084,カラー投稿,0,131;479;399;489;298
0.354337,-0.061750,UI考察,4,110;224;282;150;208
-0.180761,-0.070856,フォント考察,2,162;361;263;283;421
-0.137623,-0.191205,PAY.JP考察,1,142;352;202;287;392
0.111443,0.404726,XR考察,3,187;177;483;363;423
0.255992,-0.113422,API考察,1,254;164;424;364;127
-0.169075,-0.023570,ブランド考察,0,365;59;425;277;355
0.250423,0.100273,UX考察,4,275;366;286;426;446
0.257602,-0.027880,AI考察,1,242;410;427;367;357
-0.062324,-0.042019,レイアウト考察,0,358;34;368;428;448
-0.140806,-0.001724,カラー考察,0,16;369;359;429;261
0.362676,-0.017641,UI研究,4,231;100;360;410;282
-0.192050,-0.027949,フォント研究,2,283;201;137;248;221
-0.164694,-0.150320,PAY.JP研究,1,362;352;202;412;402
0.071788,0.467031,XR研究,3,177;363;483;393;413
0.186676,-0.103166,API研究,1,284;364;254;414;354
-0.147942,0.018066,ブランド研究,0,365;415;277;355;77
0.132065,0.122599,UX研究,4,169;356;446;416;286
0.202286,0.026173,AI研究,1,367;447;487;357;417
-0.074709,-0.000139,レイアウト研究,0,418;448;358;34;368
-0.153806,0.057947,カラー研究,0,261;419;369;359;399
0.124494,-0.013093,UI共有ログ,4,380;436;460;150;327
-0.211550,0.027086,フォント共有ログ,2,381;328;339;346;461
-0.202828,-0.123680,PAY.JP共有ログ,1,320;340;382;462;216
-0.069250,0.389859,XR共有ログ,3,324;341;383;463;315
0.019138,-0.072478,API共有ログ,1,384;464;331;342;204
-0.200143,0.080830,ブランド共有ログ,0,385;326;337;344;317
0.063754,0.143781,UX共有ログ,4,386;430;336;343;466
0.017427,0.026966,AI共有ログ,1,467;387;321;334;348
-0.120990,0.048603,レイアウト共有ログ,0,335;388;322;468;439
-0.192298,0.085991,カラー共有ログ,0,333;389;435;469;438
0.283696,-0.081235,UI設計,4,260;240;446;318;71
-0.169934,-0.061130,フォント設計,2,137;52;391;471;283
-0.148653,-0.215969,PAY.JP設計,1,287;392;202;5;94
0.082749,0.387954,XR設計,3,187;483;393;51;177
0.226634,-0.149006,API設計,1,127;64;225;264;139
-0.141968,-0.040407,ブランド設計,0,167;227;255;277;355
0.171927,0.051199,UX設計,4,286;169;440;426;356
0.238891,-0.050140,AI設計,1,357;427;440;377;487
