x,y,text,cluster,connected_to
-0.156879,0.185109,UI sharing,3,207;180;285;34;200
0.306065,0.060119,決済sharing,2,208;202;206;185;204
-0.011108,0.261656,VisionOS sharing,3,209;186;155;179;42
0.207619,0.111563,ハッカソンsharing,3,187;109;157;126;35
-0.114810,0.296761,AI sharing,3,286;280;232;262;196
-0.101076,0.153891,Layout sharing,3,193;196;207;285;146
0.198273,0.073964,ブランドsharing,3,206;190;183;108;197
-0.138257,0.148990,Font sharing,3,282;276;191;228;258
0.506381,0.158003,PAY.JP sharing,2,283;192;277;229;259
-0.107904,0.419119,API sharing,0,284;158;278;230;260
0.198273,0.073964,ブランドsharing,3,202;190;183;108;197
-0.156879,0.185109,UI sharing,3,196;180;285;34;200
0.306065,0.060119,決済sharing,2,197;202;206;185;204
-0.011108,0.261656,VisionOS sharing,3,198;186;155;179;42
-0.223927,-0.130690,UI exploration,4,177;216;30;60;120
0.456065,-0.055204,PAY.JP exploration,2,65;253;217;247;295
-0.093968,0.200815,API exploration,0,170;218;164;296;152
0.109520,-0.199683,ブランドexploration,4,166;55;123;219;160
-0.215304,0.000528,AI exploration,4,111;256;210;268;220
-0.173727,-0.115599,Color exploration,4,257;269;293;210;251
-0.213833,-0.128620,UI analysis,4,30;120;180;210;60
0.461015,-0.077802,PAY.JP analysis,2,253;295;247;211;110
-0.159923,0.172499,API analysis,0,254;212;205;284;224
0.133906,-0.215251,ブランドanalysis,4,166;213;55;160;123
-0.167356,-0.007408,AI analysis,4,298;250;216;226;268
-0.181989,-0.124646,Color analysis,4,257;269;251;293;227
-0.191739,-0.054134,UI improvement,4,144;225;73;119;173
0.418297,-0.046682,PAY.JP improvement,2,121;265;163;241;148
-0.133463,0.240421,API improvement,0,83;128;188;218;296
-0.155123,-0.109905,UX improvement,4,222;154;176;144;36
-0.200052,0.016715,AI improvement,4,222;220;268;256;214
-0.173047,-0.070439,Color improvement,4,269;222;125;299;113
-0.048541,0.197987,Font sharing log,3,258;203;282;276;191
0.482775,0.258126,PAY.JP sharing log,2,259;204;283;192;277
0.006019,0.466182,API sharing log,0,260;278;205;284;122
0.007745,0.189989,UX sharing log,3,261;285;195;279;233
-0.011766,0.354094,AI sharing log,3,262;200;286;280;230
-0.038242,0.253460,Color sharing log,3,263;287;281;228;258
-0.119717,-0.149653,Fontcase study,4,31;61;239;252;97
0.472829,-0.101226,PAY.JPcase study,2,172;43;85;3;295
-0.032424,0.126313,APIcase study,0,114;49;254;238;218
-0.050826,-0.193708,UXcase study,4,66;249;267;101;255
-0.065276,-0.051769,AIcase study,4,162;236;220;298;66
-0.107574,-0.155134,Colorcase study,4,95;234;257;86;31
-0.115461,-0.064565,Font post,4,191;252;294;97;75
0.466847,-0.024611,PAY.JP post,2,163;192;43;204;283
-0.019746,0.238832,API post,0,68;296;254;141;147
-0.085388,-0.099378,UX post,4,195;93;165;129;297
-0.084479,0.065380,AI post,4,298;220;268;250;238
-0.050615,-0.059326,Color post,4,269;227;215;239;240
-0.136845,-0.096676,Font insights,4,137;2;252;294;251
0.459181,-0.038369,PAY.JP insights,2,217;253;295;172;235
-0.086138,0.222202,API insights,0,152;98;254;212;218
-0.141082,-0.114464,UX insights,4,165;255;66;237;101
-0.161500,0.041523,AI insights,4,145;220;251;298;249
-0.172693,-0.085424,Color insights,4,246;257;250;269;249
-0.197892,-0.141319,Font research,4,75;97;4;82;91
0.467262,-0.071148,PAY.JP research,2,217;211;247;295;163
-0.142971,0.196943,API research,0,218;152;248;290;212
-0.172073,-0.172378,UX research,4,101;267;56;249;297
-0.197380,-0.011908,AI research,4,268;214;226;298;220
-0.207703,-0.138395,Color research,4,269;221;215;251;239
-0.048541,0.197987,Font sharing log,3,228;203;282;276;191
0.482775,0.258126,PAY.JP sharing log,2,229;204;283;192;277
0.006019,0.466182,API sharing log,0,230;278;205;284;122
0.007745,0.189989,UX sharing log,3,231;285;195;279;233
-0.011766,0.354094,AI sharing log,3,232;200;286;280;230
-0.038242,0.253460,Color sharing log,3,233;287;281;228;258
-0.206221,-0.146636,Font design,4,252;97;4;91;82
0.401576,-0.143876,PAY.JP design,2,163;241;121;148;223
-0.178296,0.155592,API design,0,135;158;76;218;205
-0.204635,-0.188087,UX design,4,255;101;56;297;291
-0.238734,-0.056678,AI design,4,256;226;292;220;214
-0.210134,-0.185644,Color design,4,125;257;95;227;293
-0.116207,-0.114127,Fontretrospective,4,275;252;272;246;234
0.377606,-0.099942,PAY.JPretrospective,2,163;241;295;217;172
-0.070885,0.158641,APIretrospective,0,274;270;164;77;218
-0.090620,-0.140580,UXretrospective,4,56;237;249;267;165
-0.131408,-0.012906,AIretrospective,4,272;298;275;270;220
-0.091049,-0.108430,Colorretrospective,4,270;274;272;77;140
-0.100080,0.149879,Font sharing notes,3,203;282;228;258;191
0.461472,0.158625,PAY.JP sharing notes,2,204;283;192;229;259
-0.049731,0.447908,API sharing notes,0,205;284;230;260;158
-0.034162,0.096621,UX sharing notes,3,285;195;231;261;249
-0.097329,0.225384,AI sharing notes,3,200;286;232;262;278
-0.088285,0.175606,Color sharing notes,3,287;233;263;276;280
-0.138257,0.148990,Font sharing,3,203;276;191;228;258
0.506381,0.158003,PAY.JP sharing,2,204;192;277;229;259
-0.107904,0.419119,API sharing,0,205;158;278;230;260
-0.083248,0.127375,UX sharing,3,195;279;231;261;196
-0.114810,0.296761,AI sharing,3,200;280;232;262;196
-0.131874,0.167233,Color sharing,3,281;233;263;196;207
-0.172988,-0.072020,Font organizing,4,293;203;282;252;291
0.445007,-0.043095,PAY.JP organizing,2,204;283;163;241;265
-0.124607,0.217508,API organizing,0,135;218;254;158;205
-0.160022,-0.129179,UX organizing,4,150;22;267;33;293
-0.158267,0.034656,AI organizing,4,268;290;220;200;286
-0.172984,-0.083793,Color organizing,4,288;291;269;215;257
-0.162864,-0.050185,Font summary,4,97;252;246;299;234
0.463906,-0.034090,PAY.JP summary,2,217;247;163;241;253
-0.106134,0.234127,API summary,0,9;212;218;152;248
-0.153250,-0.097993,UX summary,4,56;267;285;243;225
-0.144197,0.044345,AI summary,4,220;250;244;238;280
-0.117003,-0.027119,Color summary,4,294;227;251;239;257
