x,y,text,cluster,connected_to
-0.121552,0.00964,Event Talk Report,0,4;123;22;114;14
0.000526,0.03262,UX Validation Log,4,257;155;436;150;386
-0.116883,-0.013092,Brand Touchpoints Analysis,0,134;365;227;415;425
-0.081875,0.381019,XR Project Share,3,203;463;341;213;315
0.177463,-0.104302,UI Improvement Options,4,172;370;240;99;268
0.030406,-0.057573,Payments Flow Reconsideration,0,222;196;208;280;116
-0.061906,-0.053146,Design Observation Memo,0,88;65;130;6;174
0.06031,-0.145776,API Use Case Study,1,292;235;394;98;284
-0.083727,0.041641,LLM Experiment Post,0,307;256;207;168;25
0.197083,-0.090424,UI Usability Validation,4,224;136;276;350;79
-0.135007,-0.06204,Font Selection Reason,2,351;263;411;52;441
-0.112134,0.035222,Community Post Share,0,42;138;317;322;114
-0.033147,0.291013,XR App Introduction,3,265;51;393;149;213
-0.044755,0.006558,Experience Design Memo,0,255;6;81;36;146
-0.162812,0.01112,Sponsor Activity Report,0,14;75;58;182;262
0.1441,-0.050675,UI Structure Diagram Share,4,37;276;460;57;224
0.080297,-0.06206,Generative AI Quality Review,1,219;175;124;297;197
-0.163839,-0.040442,Brand Copy Review,0,218;277;355;151;415
0.09255,0.04047,UX Review,4,191;246;456;356;215
-0.180995,-0.178784,PAY.JP Utilization Introduction,1,202;302;156;258;170
-0.033446,0.342443,XR Experience Comparison,3,285;51;154;303;45
-0.0647,-0.021016,Layout Optimization,0,188;378;448;488;34
-0.191811,-0.045539,Typography Research Note,2,229;61;279;13;248
0.057268,-0.146891,API Use Ideas,1,284;82;15;235;292
0.221319,-0.131184,UI Improvement Hypothesis,4,268;172;206;231;79
0.307523,-0.056393,UI Comparison Research,4,186;166;178;249;0
0.02825,0.314295,XR Spatial Layer Insights,3,187;51;177;393;353
-0.212687,-0.073202,Font Utilization Case Study,2,391;52;441;195;291
-0.030971,-0.143567,Payments Screen Improvement,0,19;60;296;196;211
-0.131072,-0.048978,Brand Guide Organization,0,239;485;290;192;121
0.28789,-0.093201,AI Utilization UI,4,185;447;219;288;397
0.222244,0.064068,UX Case Study Decomposition,4,24;396;226;266;366
-0.077471,0.00483,Hackathon Retrospective,0,278;182;58;160;262
-0.14201,-0.211917,PAY.JP Features Review,1,29;247;352;5;142
0.001234,0.005478,Information Architecture Research,0,161;6;169;55;174
0.341509,-0.068347,UI Case Study Insights,4,410;390;250;224;360
0.01956,0.500033,XR News Share,3,251;324;403;341;315
-0.056187,-0.025406,Readability Validation,0,30;271;244;152;189
0.019505,-0.1471,API Validation Post,1,304;179;404;274;354
-0.079846,0.027952,Talk Theme Share,0,86;75;38;322;438
-0.152273,-0.087192,Font Hierarchy Design,2,253;173;441;13;263
0.044297,-0.053925,Payments UX Insights,4,252;211;60;176;1
-0.064194,-0.050323,Product Improvement Post,0,9;44;375;49;376
0.073258,0.014758,LLM Comparison,0,168;256;207;307;83
0.105187,-0.073426,UI Trends Analysis,4,217;41;200;360;194
-0.04484,0.333858,XR Prototype,3,203;265;353;285;45
-0.166953,-0.007395,Brand Story Organization,0,267;239;485;104;290
0.201683,-0.099078,UI Improvement Notes,4,370;172;240;79;231
-0.194316,-0.145507,PAY.JP Event Report,1,230;72;5;402;272
0.048143,-0.024402,Generative AI Experiment,1,219;91;175;297;197
-0.213536,0.018363,Font Research Share,2,301;201;319;283;421
0.243698,0.073045,UX Flow Analysis,4,236;366;106;295;286
0.230808,-0.136134,API Design Insights,1,64;444;225;264;139
0.073605,0.321804,XR Interaction Comparison,3,51;233;95;187;45
-0.040337,-0.027527,Design Retrospective,0,458;455;459;451;191
0.135846,-0.104494,UI Design Note,4,146;200;440;71;460
-0.167736,-0.000626,Color Comparison Post,0,409;209;313;419;399
-0.072328,-0.02076,Hallucination Validation,0,30;112;189;271;244
0.037872,-0.152296,Payments UI Case Study,4,269;19;116;176;252
-0.078603,-0.013096,Brand Touchpoints Analysis,0,77;365;227;415;425
0.082849,0.031552,VisionOS Case Study Validation,4,193;220;2;171;70
0.161535,-0.078031,UI Usability,4,350;84;450;440;79
-0.179528,-0.0244,Font Typesetting Research,2,283;421;263;201;248
-0.138493,-0.021412,Community Publishing,0,42;86;475;478;477
0.227645,-0.143749,API Improvement Options,1,214;374;314;127;64
0.07497,0.428567,XR Exhibition Share,3,223;62;341;213;35
0.098516,-0.028815,UX Improvement Flow,4,376;294;206;1;306
-0.197064,-0.207273,PAY.JP Case Study Validation,1,287;392;258;156;72
0.051827,-0.068283,AI Workflow Introduction,1,232;185;457;397;357
-0.106689,-0.039127,Layout Case Study,0,398;448;358;428;408
-0.011712,-0.050789,Design Intent Articulation,0,23;174;65;71;161
0.197649,-0.102124,UI Redesign Memo,4,200;130;71;260;240
-0.126262,-0.075433,Typography Comparison,0,311;279;229;61;97
-0.103743,0.020429,Payments Experience Share,0,329;347;280;241;40
-0.064711,0.391504,XR Related Post,3,403;324;493;315;203
0.151891,-0.06742,UI Insights Log,4,430;410;76;224;257
-0.186795,-0.029417,Brand Tone Review,0,277;355;11;92;218
-0.142182,-0.012263,Font Visibility Research,2,283;421;137;248;195
0.110821,-0.113932,API Use Report,1,82;292;384;235;284
-0.037228,0.400803,XR Experience Share,3,303;95;45;285;341
0.026847,0.024242,UX Validation Post,4,215;406;76;275;93
-0.191447,-0.184635,PAY.JP Utilization Case Study,1,258;287;392;72;216
0.067866,-0.034831,Generative AI Utilization Post,1,219;56;407;321;270
0.333877,-0.1116,UI Improvement Direction,4,370;172;289;240;231
-0.157505,-0.022894,Color Design Case Study,0,399;298;449;16;261
-0.13461,0.033228,Hackathon Activity Notes,0,262;182;8;58;107
-0.011079,-0.044436,Information Architecture Diagram,0,109;6;55;65;145
-0.186855,-0.070017,Font Analysis,2,361;411;283;421;263
-0.114281,-0.125687,Payment Flow Validation,0,1;280;241;196;116
0.176177,-0.131676,API Integration Insights,1,245;254;414;48;284
-0.107461,0.396646,XR Event Share,3,293;4;78;315;463
0.332923,-0.086873,UI Comparison Organization,4,100;186;249;0;26
-0.147127,-0.041033,Brand Design Discussion,0,445;277;355;227;415
0.028198,-0.002776,LLM Adoption Examples,0,207;256;118;83;307
0.164033,0.079269,UX Design Research,4,426;446;286;356;226
-0.18451,-0.171941,PAY.JP Introduction Post,1,202;302;72;94;272
0.207912,0.037065,VisionOS Interaction Analysis,4,259;299;220;135;193
0.212638,-0.130252,UI Improvement Review,4,268;99;370;79;240
-0.183037,-0.080885,Font Hierarchy Organization,2,253;115;481;20;491
-0.040104,-0.056605,Design System Review,0,23;65;145;129;109
0.170439,-0.046442,Generative AI Evaluation,1,297;91;242;124;219
0.024092,-0.05525,Payments UX Optimization,4,60;211;252;116;1
0.074424,0.397628,XR Case Study Research,3,393;51;213;315;423
0.199139,-0.068756,UI Experience Comparison,4,100;186;166;0;350
0.037003,-0.150433,API Validation Memo,1,15;113;464;304;494
-0.192404,0.05675,Brand Worldview Share,0,59;465;326;337;344
0.066296,0.012878,UX Case Study Summary,4,226;396;496;266;24
-0.100183,0.014647,Hackathon Report,0,58;160;278;107;262
-0.195595,-0.070149,Font Combination,2,3;263;137;491;351
-0.108647,-0.183009,PAY.JP Flow Analysis,1,362;5;422;382;202
0.089056,-0.062718,AI Utilization Review,1,357;105;219;143;91
0.277074,-0.076566,UI Design Comparison,4,100;166;249;26;178
0.058201,0.357917,XR Technology Insights,3,413;51;285;233;353
-0.061794,-0.054916,Layout Improvement,0,378;96;488;448;358
-0.158564,-0.021456,Color Validation,0,313;359;399;298;449
0.15612,-0.075406,API Case Study Sharing,1,204;331;342;394;235
0.123744,0.069785,UX Retrospective,4,246;456;93;450;356
-0.187519,-0.035909,Brand Organization Post,0,239;485;290;405;104
0.06546,0.020252,VisionOS Validation,4,135;299;70;220;171
0.113192,-0.077364,UI Pattern Research,4,10;350;200;217;276
-0.192671,-0.02913,Font Experiment,2,291;212;39;351;283
-0.058492,-0.106934,Payments Screen Insights,0,296;280;116;241;103
0.086399,-0.051197,Generative AI Integration,1,288;297;219;91;124
-0.072774,0.3385,XR Experience Report,3,4;95;285;45;154
0.265888,-0.070765,UI Improvement Sharing,4,308;370;318;306;240
0.149921,-0.09839,UI Analysis Memo,4,146;130;460;360;276
-0.201357,-0.023579,Font Research Post,2,283;421;125;301;137
-0.188726,-0.197358,PAY.JP Introduction,1,94;302;170;29;247
-0.054829,0.407567,XR Project,3,78;265;120;393;353
0.144942,-0.080628,API Utilization Share,1,331;342;190;284;384
-0.167668,-0.038405,Brand Consistency Review,0,28;305;277;355;59
0.117203,-0.004947,UX Improvement Hypothesis,4,99;268;376;294;141
-0.048025,-0.003811,LLM Applications Case Study,0,256;168;25;307;83
0.311711,-0.037526,UI Flow Reconsideration,4,46;295;260;410;110
-0.121855,-0.019524,Color Design Comparison,0,298;449;131;16;359
-0.111063,0.007613,Hackathon Participation,0,262;8;182;160;312
0.061915,-0.065736,Payments UX Redesign,4,60;176;252;116;1
-0.178779,-0.03533,Font Variable Experiment,2,39;195;291;351;283
-0.001022,0.389948,XR Case Study Sharing,3,315;393;51;177;341
0.227645,-0.143749,API Improvement Options,1,139;374;314;127;64
0.109324,0.019272,UX Evaluation Post,4,155;406;275;316;286
-0.19749,-0.164951,PAY.JP Case Study Sharing,1,287;392;156;72;258
0.111043,-0.071299,UI Trends Insights,4,119;41;350;194;200
-0.163839,-0.040442,Brand Copy Review,0,92;277;355;151;415
0.055574,-0.064272,Generative AI Utilization Validation,1,56;124;91;157;185
0.174586,0.06625,VisionOS Case Study,4,2;135;259;171;299
-0.165127,-0.044661,Font Comparison Research,2,283;421;74;137;201
0.042587,-0.068179,Payments Flow Optimization,0,80;176;60;211;103
0.074838,0.399983,XR Exhibition Participation,3,62;140;177;393;187
0.232047,-0.104493,UI Structure Insights,4,276;37;350;410;110
0.223908,-0.135605,API Design Organization,1,444;64;127;264;484
0.084338,0.030236,UX Case Study Review,4,396;181;356;24;266
-0.11541,-0.026033,Brand Touchpoints Design,0,445;77;134;255;167
-0.106986,0.034466,Hackathon Outcome Share,0,312;332;58;182;160
-0.172059,-0.073253,Typography Insights,2,97;61;279;13;147
-0.200935,-0.161206,PAY.JP Event,1,123;156;287;392;472
0.307325,-0.085504,UI Improvement Research,4,370;172;240;268;99
0.045037,-0.071942,AI Workflow,1,143;185;457;288;357
0.011151,0.282955,XR Interaction Validation,3,285;45;128;187;353
-0.125136,0.023836,Color Accessibility,0,69;298;449;189;359
0.163307,-0.136823,API Use Cases,1,292;394;82;284;204
0.235987,0.05566,UX Flow Design,4,126;46;446;295;24
-0.186387,-0.068606,Font License,2,20;441;471;271;391
0.149618,0.087879,VisionOS Post,4,310;220;281;330;349
-0.175183,-0.045903,Brand Organization,0,485;192;290;104;121
0.265013,-0.114003,UI Design Improvement,4,370;260;172;440;26
-0.087143,-0.06134,Payments Experience Analysis,0,280;252;40;296;148
0.204107,-0.028499,Generative AI Insights,1,417;175;124;91;297
-0.075014,0.360641,XR Trends,3,149;203;403;493;265
-0.095067,-0.042763,Layout Validation,0,34;368;358;448;144
0.137687,-0.120193,API Integration,1,48;164;153;82;235
0.123744,0.069785,UX Retrospective,4,191;456;93;450;356
-0.152677,-0.209206,PAY.JP Features Introduction,1,29;108;202;94;5
-0.177502,-0.028208,Font Research Memo,2,283;421;201;137;411
0.275326,-0.075754,UI Comparison Post,4,166;100;186;178;0
0.322077,-0.063897,UI Case Study Organization,4,390;110;480;166;360
0.01956,0.500033,XR News Share,3,111;324;403;341;315
0.045182,-0.056085,Payments UX Analysis,4,116;211;60;176;1
-0.173665,-0.083536,Font Hierarchy Review,2,115;173;351;263;411
0.255992,-0.113422,API Insights,1,414;164;424;364;127
-0.121401,0.015898,Brand Experience Design,0,445;227;167;88;277
-0.026578,0.032493,LLM Utilization Experiment,0,207;307;83;168;25
0.05555,0.013921,UX Improvement Log,4,76;49;376;436;141
-0.181931,-0.192972,PAY.JP Use Cases,1,156;287;392;142;72
0.188275,0.061081,VisionOS Analysis,4,171;299;220;70;330
0.327657,-0.072637,UI Redesign,4,46;440;318;240;146
-0.13509,0.021923,Color Design Research,0,429;298;449;16;159
-0.126323,0.035206,Hackathon Activity,0,160;210;182;58;278
-0.173143,-0.066357,Font Typesetting Insights,2,411;3;137;162;361
0.186739,-0.068904,API Design Share,1,444;225;127;64;190
-0.070625,0.351874,XR Product Introduction,3,87;203;51;120;393
0.16208,0.068104,UX Case Study Sharing,4,316;396;24;181;226
-0.187272,0.016669,Brand Story,0,121;405;395;455;415
0.221613,-0.131067,UI Improvement Hypothesis,4,99;172;206;231;79
0.089827,-0.158661,Payments UI Comparison,4,133;19;178;176;252
0.144964,-0.048073,Generative AI Case Study,1,56;397;297;219;242
-0.194627,-0.08668,Font Validation,2,351;162;361;195;291
-0.212686,-0.18386,PAY.JP Post,1,402;320;170;472;72
-0.044464,0.302885,XR Review Memo,3,353;463;493;187;51
0.038535,-0.118749,API Experiment,1,284;354;292;15;179
0.197537,0.094014,UX Insights Post,4,416;215;406;325;316
0.210651,-0.09957,UI Structure Analysis,4,37;224;90;360;350
-0.18288,-0.013521,Brand Review,0,355;151;59;92;218
-0.076797,0.004806,Hackathon Retrospective,0,107;182;58;160;262
-0.16945,-0.064267,Typography Comparison,2,147;229;61;311;13
-0.089974,-0.06131,Payments Experience Insights,0,241;196;148;40;116
0.166213,0.108705,VisionOS Share,4,330;349;2;310;220
0.297581,-0.082941,UI Evaluation,4,350;100;440;295;410
-0.19205,-0.027949,Font Research,2,421;201;137;248;221
0.089648,-0.150419,API Utilization Review,1,354;15;98;82;204
-0.032181,0.325779,XR Experience Validation,3,233;45;95;154;303
0.187422,0.021877,UX Design Insights,4,446;169;226;416;356
-0.200109,-0.195514,PAY.JP Case Study,1,392;216;156;72;258
0.095208,-0.057849,AI Integration,1,197;334;348;185;387
0.313979,-0.121437,UI Improvement Proposal,4,370;172;158;240;99
-0.206671,-0.037817,Brand Organization Memo,0,239;485;192;104;11
-0.192671,-0.02913,Font Experiment,2,195;212;39;351;283
0.067297,-0.146501,API Use Examples,1,82;235;394;284;15
-0.07998,0.396154,XR Event,3,165;4;203;393;403
0.193884,0.027381,UX Improvement Direction,4,376;141;206;158;306
0.285284,-0.076764,UI Flow Review,4,46;208;350;282;172
-0.030918,-0.074759,Payments Screen Research,0,196;241;103;252;116
0.168943,-0.039431,Generative AI Adoption,1,175;197;91;219;56
-0.143072,-0.013573,Color Design,0,449;159;261;16;209
0.201245,0.071181,VisionOS Insights,4,259;171;220;193;330
0.243079,-0.015389,UI Analysis Share,4,360;327;338;345;199
-0.213536,0.018363,Font Research Share,2,125;201;319;283;421
-0.18695,-0.149184,PAY.JP Introduction Share,1,202;170;94;216;320
-0.037228,0.400803,XR Experience Share,3,154;95;45;285;341
0.010533,-0.082581,API Validation Share,1,113;179;464;190;204
-0.177024,0.03368,Brand Consistency Share,0,326;337;344;205;28
0.152817,0.053727,UX Improvement Sharing,4,376;199;308;336;343
-0.07545,0.073745,LLM Experiment Share,0,83;256;207;168;25
0.265888,-0.070765,UI Improvement Sharing,4,199;370;318;306;240
0.012299,0.015324,Payments UX Share,4,252;116;60;176;211
0.15383,0.111797,VisionOS Sharing Post,4,238;281;330;349;2
-0.143153,-0.017932,Typography Comparison Share,0,147;279;229;61;97
-0.138221,0.045668,Hackathon Share,0,332;228;182;262;160
-0.178354,0.024433,Color Validation Share,0,189;333;389;469;399
0.207895,-0.115685,API Improvement Sharing,1,374;139;214;204;331
-0.023852,0.383162,XR Case Study Sharing Post,3,213;324;403;393;51
0.138767,0.078836,UX Case Study Sharing Post,4,266;325;396;24;406
-0.201934,0.054118,Brand Sharing Post,0,326;337;344;405;435
0.313871,-0.035913,UI Redesign Share,4,260;199;308;240;440
-0.238772,-0.005988,Font Sharing Post,2,328;339;346;461;381
-0.200616,-0.126607,PAY.JP Sharing Post,1,402;272;340;302;216
0.109395,0.016352,AI Sharing Post,1,407;334;348;467;387
-0.122387,0.040916,Layout Sharing Post,0,335;468;408;388;438
0.176328,-0.075329,API Sharing Post,1,404;331;342;204;190
-0.03297,0.431526,XR Sharing Post,3,315;403;341;149;433
0.17001,0.150512,UX Sharing Post,4,336;343;316;406;386
-0.188086,0.063817,Brand Share,0,337;344;317;385;465
0.291521,-0.022357,UI Share,4,338;345;380;199;308
-0.231688,-0.010064,Font Share,2,339;346;319;461;381
-0.129982,-0.014271,Payments Share,0,347;148;309;340;241
0.165679,0.108619,VisionOS Share,4,349;281;2;310;220
0.191162,-0.07703,API Share,1,342;204;190;384;323
-0.138221,0.045668,Hackathon Share,0,312;228;182;262;160
-0.18665,0.072939,Color Share,0,389;469;439;313;399
0.135384,0.008375,AI Share,1,348;321;387;467;437
-0.108448,0.032559,Layout Share,0,322;468;388;438;448
0.208959,0.183087,UX Share,4,343;325;386;306;436
-0.188086,0.063817,Brand Share,0,326;344;317;385;465
0.291521,-0.022357,UI Share,4,327;345;380;199;308
-0.231688,-0.010064,Font Share,2,328;346;319;461;381
-0.186265,-0.135544,PAY.JP Share,1,320;216;302;462;382
-0.002988,0.439884,XR Share,3,213;35;324;383;433
0.191162,-0.07703,API Share,1,331;204;190;384;323
0.208959,0.183087,UX Share,4,336;325;386;306;436
-0.188086,0.063817,Brand Share,0,326;337;317;385;465
0.291521,-0.022357,UI Share,4,327;338;380;199;308
-0.231688,-0.010064,Font Share,2,328;339;319;461;381
-0.129982,-0.014271,Payments Share,0,329;148;309;340;241
0.135384,0.008375,AI Share,1,334;321;387;467;437
0.165679,0.108619,VisionOS Share,4,330;281;2;310;220
0.210101,-0.105371,UI Review,4,172;295;282;79;440
-0.194798,-0.069392,Font Review,2,411;253;195;291;263
-0.168131,-0.191285,PAY.JP Review,1,108;412;142;5;442
-0.040141,0.339414,XR Review,3,273;187;51;213;203
0.08532,-0.167816,API Review,1,284;274;179;454;164
-0.183319,-0.013321,Brand Review,0,277;151;59;92;218
0.084812,0.064434,UX Review,4,226;426;446;286;93
0.099374,-0.05367,AI Review,1,185;457;407;447;497
-0.091797,-0.040886,Layout Review,0,418;448;428;34;368
-0.153551,-0.00032,Color Review,0,419;16;189;298;449
0.314572,-0.073784,UI Analysis,4,300;50;366;276;200
-0.186855,-0.070017,Font Analysis,2,162;411;283;421;263
-0.179124,-0.209472,PAY.JP Analysis,1,184;422;202;382;142
0.0921,0.409191,XR Analysis,3,483;423;177;413;51
0.200537,-0.101367,API Analysis,1,424;254;414;484;331
-0.161796,-0.03115,Brand Analysis,0,415;77;425;134;277
0.254623,0.094124,UX Analysis,4,416;126;360;106;286
0.204469,-0.030545,AI Analysis,1,427;417;487;397;357
-0.064495,-0.031814,Layout Analysis,0,34;418;428;448;358
-0.133532,-0.000845,Color Analysis,0,419;429;359;16;489
0.274667,-0.135963,UI Improvement,4,240;172;158;199;308
-0.140548,-0.091828,Font Improvement,2,481;441;52;391;271
-0.125913,-0.233116,PAY.JP Improvement,1,5;482;442;452;202
0.030853,0.366829,XR Improvement,3,483;393;51;353;341
0.247075,-0.17579,API Improvement,1,139;214;314;444;225
-0.143253,-0.057115,Brand Improvement,0,445;365;239;485;47
0.158284,0.008272,UX Improvement,4,294;306;141;206;446
0.204196,-0.074735,AI Improvement,1,487;447;357;185;457
-0.061794,-0.054916,Layout Improvement,0,188;96;488;448;358
-0.121342,-0.03043,Color Improvement,0,489;298;449;399;419
0.175632,-0.013833,UI Sharing Notes,4,327;338;345;460;430
-0.225726,0.011733,Font Sharing Notes,2,328;339;346;461;431
-0.230588,-0.134512,PAY.JP Sharing Notes,1,216;340;432;320;287
-0.047325,0.399092,XR Sharing Notes,3,341;433;213;315;324
0.098802,-0.077032,API Sharing Notes,1,331;342;204;434;464
-0.2099,0.08291,Brand Sharing Notes,0,326;337;344;435;465
0.09449,0.155688,UX Sharing Notes,4,466;436;336;343;325
0.063121,0.02047,AI Sharing Notes,1,334;348;467;437;321
-0.107486,0.06551,Layout Sharing Notes,0,335;468;438;322;144
-0.187575,0.104513,Color Sharing Notes,0,333;439;469;313;385
0.310904,-0.088931,UI Case Study,4,250;110;400;360;410
-0.216744,-0.07007,Font Case Study,2,52;102;441;195;291
-0.200109,-0.195514,PAY.JP Case Study,1,287;216;156;72;258
0.018697,0.402938,XR Case Study,3,177;51;213;315;187
0.16862,-0.155569,API Case Study,1,235;82;292;190;404
-0.203567,-0.014031,Brand Case Study,0,445;405;365;267;415
0.192047,0.055669,UX Case Study,4,24;266;226;181;106
0.153084,-0.041147,AI Case Study,1,270;56;407;185;427
-0.106689,-0.039127,Layout Case Study,0,144;448;358;428;408
-0.165954,-0.000113,Color Case Study,0,159;298;449;359;189
0.174836,-0.081601,UI Post,4,50;350;460;450;470
-0.236085,-0.06731,Font Post,2,319;201;471;441;328
-0.212911,-0.18431,PAY.JP Post,1,272;320;170;472;72
-0.057669,0.414861,XR Post,3,324;149;315;493;393
0.137956,-0.141228,API Post,1,323;113;474;394;235
-0.205568,-0.002114,Brand Post,0,317;192;475;395;445
0.110183,0.091863,UX Post,4,325;215;155;316;275
0.089956,-0.038722,AI Post,1,321;397;497;357;157
-0.125865,-0.028651,Layout Post,0,322;448;478;144;398
-0.18827,-8.4e-05,Color Post,0,131;479;399;489;298
0.354337,-0.06175,UI Insights,4,110;224;282;150;208
-0.180761,-0.070856,Font Insights,2,162;361;263;283;421
-0.137623,-0.191205,PAY.JP Insights,1,142;352;202;287;392
0.111443,0.404726,XR Insights,3,187;177;483;363;423
0.255992,-0.113422,API Insights,1,254;164;424;364;127
-0.169075,-0.02357,Brand Insights,0,365;59;425;277;355
0.250423,0.100273,UX Insights,4,275;366;286;426;446
0.257602,-0.02788,AI Insights,1,242;410;427;367;357
-0.062324,-0.042019,Layout Insights,0,358;34;368;428;448
-0.140806,-0.001724,Color Insights,0,16;369;359;429;261
0.362676,-0.017641,UI Research,4,231;100;360;410;282
-0.19205,-0.027949,Font Research,2,283;201;137;248;221
-0.164694,-0.15032,PAY.JP Research,1,362;352;202;412;402
0.071788,0.467031,XR Research,3,177;363;483;393;413
0.186676,-0.103166,API Research,1,284;364;254;414;354
-0.147942,0.018066,Brand Research,0,365;415;277;355;77
0.132065,0.122599,UX Research,4,169;356;446;416;286
0.202286,0.026173,AI Research,1,367;447;487;357;417
-0.074709,-0.000139,Layout Research,0,418;448;358;34;368
-0.153806,0.057947,Color Research,0,261;419;369;359;399
0.124494,-0.013093,UI Sharing Log,4,380;436;460;150;327
-0.21155,0.027086,Font Sharing Log,2,381;328;339;346;461
-0.202828,-0.12368,PAY.JP Sharing Log,1,320;340;382;462;216
-0.06925,0.389859,XR Sharing Log,3,324;341;383;463;315
0.019138,-0.072478,API Sharing Log,1,384;464;331;342;204
-0.200143,0.08083,Brand Sharing Log,0,385;326;337;344;317
