x,y,text,cluster,connected_to
-0.040156,0.087918,可変フォントの活用案,3,405;3;91;317;403
-0.004862,0.090778,ブランドに合うフォントの組み合わせ（優先）,3,291;3;48;91;317
-0.025420,0.003998,ユーザー中心の意思決定,4,95;207;239;334;144
0.032119,-0.109261,データに基づく改善,4,12;136;157;229;234
0.203847,-0.188063,マーケとプロダクトのKPI,1,109;120;183;262;326
-0.017685,-0.043671,フィーチャー優先度の判断基準,3,213;87;158;379;50
0.084526,-0.059315,実験と学習のサイクル,2,98;99;132;161;217
0.222738,-0.066078,技術とビジネスのバランス・仮説,2,35;56;57;114;260
0.254628,-0.029292,技術とビジネスのバランス,2,35;57;114;260;264
0.254628,-0.029292,技術とビジネスのバランス,2,35;56;114;260;264
0.137893,-0.045480,スピードと品質のトレードオフ,2,29;224;272;296;374
-0.102090,-0.107950,離脱ポイントの分析と改善案（v2）,4,198;371;110;303;96
0.201641,-0.042883,技術とビジネスのバランス（優先）,2,35;56;57;114;260
0.027497,-0.140677,予算と実績の比較分析,1,102;96;112;364;27
-0.114305,-0.076152,コンテンツマーケのテーマ計画・メモ,4,378;171;259;377;387
-0.066356,-0.026119,チャンクと要約の自動化の検討,4,21;40;45;181;111
-0.012061,-0.114093,業界インフルエンサーの発信分析,1,185;108;0;19;102
-0.086490,0.050591,ドキュメントファーストの意思決定,4,329;50;95;207;239
-0.194061,-0.089350,カスタマージャーニーマップの更新案（v2）・メモ,4,303;31;353;80;238
0.050026,0.008070,採用とカルチャーフィット,2,164;212;268;354;359
-0.081882,-0.152961,ユーザーリサーチと仮説検証（後回し）,4,104;105;336;407;410
-0.106966,0.049431,DMと公開投稿の使い分け,4,256;2;106;159;233
0.227312,0.193650,プロダクトとデザインの連携,0,28;84;143;241;309
-0.024438,0.021477,CI/CDパイプラインの改善,4,119;285;203;380;86
0.041826,0.134233,没入感とUIの両立,3,330;5;14;279;13
0.065499,0.134181,現実と仮想の境界のデザイン（優先）,3,384;7;383;312;72
0.024396,-0.098658,ROIの可視化と報告,1,150;168;172;52;109
0.020004,0.098056,ハンドトラッキングでの操作設計,3,269;338;7;86;297
0.018788,0.139064,デザインスプリントの進め方,0,275;333;86;297;41
-0.038737,0.051063,フロントエンドのパフォーマンス最適化,3,284;82;126;313;246
-0.080520,-0.045758,ソーシャルリスニングの活用,4,394;233;159;163;40
-0.117890,0.027195,NDAのテンプレート整備・続き,4,270;280;1;177;209
-0.070964,-0.085031,顧客体験のジャーニー整理メモ,2,238;344;352;362;66
-0.014669,-0.027011,1on1とフィードバックの文化,4,24;271;367;295;86
0.005791,-0.049769,コンバージョンファネルの最適化,3,126;77;284;148;411
0.023606,-0.042735,自動化で省力化した業務,4,142;382;18;390;86
0.227312,0.193650,プロダクトとデザインの連携,0,28;70;143;241;309
-0.072532,-0.048414,通勤中のポッドキャスト,4,271;367;135;78;394
0.044644,0.081210,デザインレビューの効率化,0,297;383;9;231;41
0.080019,-0.036559,技術選定の判断基準,3,158;53;60;91;184
-0.035117,0.030394,オンラインとオフラインのハイブリッド開催,4,221;337;73;384;133
-0.014095,0.052991,視線誘導と奥行き表現の検討,3,154;361;92;208;383
0.083164,0.032118,ブランドストーリーの言語化,2,263;127;33;113;156
-0.017260,0.145392,UI用フォントの選定基準,3,3;48;92;208;313
0.080691,0.099890,可読性と視認性のバランス,3,208;91;383;48;35
0.052997,0.073372,オムニチャネルでの一貫した体験,2,33;113;156;182;186
-0.112070,-0.088966,ハッシュタグとリーチの関係・続き,4,388;0;68;104;105
-0.025420,0.003998,ユーザー中心の意思決定,4,50;207;239;334;144
-0.054163,-0.142172,参加者アンケートの分析,4,42;27;121;276;111
-0.121486,0.081843,リモートでの協働とドキュメント,4,26;30;180;339;123
0.084526,-0.059315,実験と学習のサイクル,2,54;99;132;161;217
0.084526,-0.059315,実験と学習のサイクル,2,54;98;132;161;217
0.005679,-0.127051,競合の機能比較マトリクス,1,379;112;364;107;166
0.087768,0.289600,デザインシステムと開発,0,41;205;258;341;345
-0.032078,-0.147705,サブスク収益の分析,1,61;96;160;27;121
0.113161,-0.063276,プロダクト指標ダッシュボード案,1,129;52;109;120;183
-0.048543,-0.140729,ユーザーリサーチと仮説検証,4,105;336;407;410;68
-0.048543,-0.140729,ユーザーリサーチと仮説検証,4,104;336;407;410;68
-0.062251,0.031956,NotionとWikiの使い分け,3,2;376;233;159;172
0.014052,-0.086484,競合との差別化メッセージ,1,166;112;364;100;379
-0.062942,-0.013212,インフルエンサー連携の検討,4,0;64;185;201;216
0.203847,-0.188063,マーケとプロダクトのKPI,1,52;120;183;262;326
-0.093475,-0.019067,ランディングページの改善案,4,198;371;12;51;136
0.032048,0.006135,定性リサーチのインタビュー設計,3,211;1;276;386;383
0.033794,-0.143994,競合分析と差別化ポイント,1,364;107;166;100;379
0.232722,0.029972,体験の一貫性とブランド,2,33;156;182;186;225
0.254628,-0.029292,技術とビジネスのバランス,2,35;56;57;260;264
0.034905,-0.105897,テスト戦略とカバレッジ・仮説,4,350;140;104;105;336
-0.247040,-0.032861,オンライン勉強会の企画ノート・メモ,4,261;133;219;376;62
-0.043488,-0.014987,ステークホルダーとの合意形成,4,195;16;46;176;190
-0.030130,-0.013533,ハルシネーション対策と検証,4,250;194;145;75;104
-0.029492,-0.017316,CI/CDパイプラインの改善・仮説,4,71;285;203;148;411
0.203847,-0.188063,マーケとプロダクトのKPI,1,52;109;183;262;326
-0.083718,-0.131913,ユーザー観察の記録と分析,4,27;104;105;336;407
-0.010494,0.025087,ブランドボイスガイドラインの改訂,3,147;243;173;127;146
-0.145981,0.069811,リモートでの協働とドキュメント・続き,4,26;30;97;180;339
0.098455,-0.073633,チームの生産性とナレッジ,1,125;139;223;328;349
0.098455,-0.073633,チームの生産性とナレッジ,1,124;139;223;328;349
0.005791,-0.049769,コンバージョンファネルの最適化,3,82;77;284;148;411
0.065523,0.045786,ブランド世界観のトーン&マナー案,3,173;90;33;113;156
0.113655,-0.100902,AI時代のマーケの方程式,1,10;242;390;287;163
0.112565,-0.105668,プロダクト指標ダッシュボード案・仮説,1,103;52;109;120;183
-0.003098,0.080053,オンボーディングの体験設計の続き,2,358;164;212;268;354
-0.094106,-0.054876,タグラインの候補と選定理由,4,301;259;204;87;158
0.084526,-0.059315,実験と学習のサイクル,2,54;98;99;161;217
-0.231946,-0.028318,オンライン勉強会の企画メモ,4,219;116;261;376;259
0.024255,0.003493,生成AIの品質チェック方法,3,390;128;163;189;348
-0.084774,-0.034768,会議の前にコーヒー,4,267;192;259;321;34
0.032119,-0.109261,データに基づく改善,4,12;51;157;229;234
-0.024870,-0.105319,クロスポストの効果測定,1,401;148;411;140;289
-0.107954,-0.110830,ユーザーリサーチに基づくバックログ,4,277;104;105;336;407
0.098455,-0.073633,チームの生産性とナレッジ,1,124;125;223;328;349
0.041033,-0.021702,A/Bテストのサンプルサイズ設計,3,148;411;218;249;276
-0.095126,-0.036129,カードソートで得られた情報構造,4,283;375;37;96;21
0.023606,-0.042735,自動化で省力化した業務,4,83;382;18;390;86
0.227312,0.193650,プロダクトとデザインの連携,0,28;70;84;241;309
-0.043230,-0.060936,ユーザー中心の意思決定・仮説,4,50;95;207;239;334
-0.024897,-0.056728,リテンション施策の仮説,4,194;198;371;181;104
-0.113446,-0.006563,利用規約の更新と告知,4,245;200;282;251;176
-0.072606,0.087643,ロゴ使用ガイドの整備,3,243;177;209;122;146
0.056917,-0.046770,A/Bテストで検証した体験フロー,2,411;140;104;105;336
-0.098171,-0.019032,今日のお昼はうどん,4,34;152;202;135;372
0.024396,-0.098658,ROIの可視化と報告,1,74;168;172;52;109
-0.133093,-0.056471,バズった投稿の共通パターン,4,301;27;121;94;39
-0.091130,-0.033272,今日の夜はおそば,4,202;34;149;135;89
-0.106596,0.174318,アクセシビリティとインクルージョン,4,8;15;179;214;311
-0.042941,0.044128,視線誘導と奥行き表現の検討・続き,3,361;89;227;288;253
0.027369,0.008819,心理的安全性の醸成,3,396;193;240;111;211
0.232722,0.029972,体験の一貫性とブランド,2,33;113;182;186;225
0.032119,-0.109261,データに基づく改善,4,12;51;136;229;234
0.080019,-0.036559,技術選定の判断基準,3,87;53;60;91;184
-0.087781,-0.029235,社内ナレッジ共有プラットフォームの構想（優先）,4,233;376;257;194;124
-0.045109,-0.152525,チャネル別の獲得コスト分析,1,102;360;61;365;64
0.084526,-0.059315,実験と学習のサイクル,2,54;98;99;132;217
-0.154257,-0.043147,Xでの議論のまとめとアクション,4,23;402;42;133;219
-0.011270,-0.003680,AIによるパーソナライゼーション,4,390;128;189;348;134
-0.004898,0.002498,オンボーディングと定着,2,212;268;354;359;404
-0.060091,0.056686,プロが使う鉄板欧文フォント19個,3,244;3;48;49;291
-0.064498,-0.105943,競合との差別化メッセージ・メモ,4,107;112;364;100;379
-0.002059,-0.041655,少人数チームの役割の掛け持ち,4,232;124;125;139;223
0.140016,-0.052335,プロダクト戦略と可視化,1,220;263;103;216;248
-0.090294,-0.015060,コミュニティ運営のベストプラクティス,4,273;188;316;271;367
-0.204062,-0.048634,明日のToDoの下書き,4,377;387;133;219;213
0.020234,-0.030765,SEOとコンテンツ戦略,4,378;168;62;301;220
0.073428,-0.087724,KPIとOKRの紐付け,1,10;242;52;109;120
0.000177,0.034011,ブランド世界観のトーン&マナー案（v2）,3,127;122;90;33;113
0.104572,0.104855,デザイナー最初期の価値提供,0,230;86;297;41;101
0.123651,-0.006843,技術的負債と新機能のバランス,2,20;35;56;57;114
-0.059407,-0.021177,データ利用と同意取得,4,190;146;245;189;348
-0.045554,0.088976,テンプレートとガイドラインの一元化,3,209;9;203;147;243
-0.032280,-0.005673,ログとモニタリングの標準化,4,203;177;209;27;121
-0.106596,0.174318,アクセシビリティとインクルージョン,4,8;15;153;214;311
-0.121486,0.081843,リモートでの協働とドキュメント,4,26;30;97;339;123
-0.046781,0.049321,和文と欧文の混植ルール・仮説,3,278;3;48;301;92
0.232722,0.029972,体験の一貫性とブランド,2,33;113;156;186;225
0.203847,-0.188063,マーケとプロダクトのKPI,1,52;109;120;262;326
0.091984,-0.043254,意思決定のスピードと質,2,29;224;272;296;374
-0.012061,-0.114093,業界インフルエンサーの発信分析,1,64;108;0;19;102
0.232722,0.029972,体験の一貫性とブランド,2,33;113;156;182;225
0.073580,0.095699,エンドツーエンドの体験設計,2,335;358;231;130;148
-0.003432,-0.014946,チームの信頼を得るコミュニケーション,4,316;271;367;124;125
0.004391,-0.016705,データとAIのガバナンス,4,348;390;176;190;12
-0.059407,-0.021177,データ利用と同意取得,4,176;146;245;189;348
0.159700,-0.086975,顧客体験と収益の両立,2,43;346;370;373;399
-0.164098,-0.025396,オフィス近くのカフェメモ（優先）,4,321;267;135;322;372
0.004578,0.139578,セキュリティと認証の設計,3,240;41;101;205;258
-0.028331,-0.055880,ナレッジの陳腐化を防ぐ運用,4,233;159;124;125;139
-0.043488,-0.014987,ステークホルダーとの合意形成,4,117;16;46;176;190
0.005208,0.071656,バイラルループの設計,3,206;340;54;98;99
-0.039966,0.175241,カラーシステムとアクセシビリティ,3,8;15;153;179;214
-0.006546,-0.086798,離脱ポイントの分析と改善案,4,371;59;112;364;12
-0.154552,0.084623,アクセシビリティチェックリスト,4,222;8;15;153;179
-0.118530,-0.044716,契約更新のリマインダー運用,4,282;146;245;290;292
0.020731,-0.006971,スポンサーとパートナーの連携,4,216;248;108;28;70
-0.091130,-0.033272,今日の夜はおそば,4,152;34;149;135;89
0.007558,0.112842,開発環境の統一,3,246;274;177;209;41
-0.115844,-0.046027,カンファレンスの登壇テーマ候補,4,259;307;378;62;133
0.087768,0.289600,デザインシステムと開発,0,41;101;258;341;345
-0.045561,0.071690,バイラルループの設計の続き,3,340;196;1;386;253
-0.025420,0.003998,ユーザー中心の意思決定,4,50;95;239;334;144
0.080691,0.099890,可読性と視認性のバランス,3,92;91;383;48;35
-0.045554,0.088976,テンプレートとガイドラインの一元化,3,177;9;203;147;243
-0.094988,-0.078397,イベント後のナレッジ共有,4,257;233;376;159;273
0.032048,0.006135,定性リサーチのインタビュー設計,3,111;1;276;386;383
-0.004898,0.002498,オンボーディングと定着,2,164;268;354;359;404
-0.059069,-0.053952,ロードマップの優先度付け,4,53;138;277;379;60
-0.106596,0.174318,アクセシビリティとインクルージョン,4,8;15;153;179;311
-0.060945,-0.060936,タッチポイントごとの感情曲線,4,385;198;371;72;75
0.229095,-0.041329,マーケとプロダクトの連携,1,248;28;70;84;143
0.084526,-0.059315,実験と学習のサイクル,2,54;98;99;132;161
-0.031210,0.013308,ユーザビリティテストの計画,4,249;104;105;336;407
-0.231946,-0.028318,オンライン勉強会の企画メモ,4,133;116;261;376;259
0.073773,-0.070149,プロダクト戦略と可視化（後回し）,1,168;302;343;263;103
-0.020654,0.057053,リモートとオフィスのハイブリッド,4,337;88;26;30;97
-0.154552,0.084623,アクセシビリティチェックリスト,4,199;8;15;153;179
0.098455,-0.073633,チームの生産性とナレッジ,1,124;125;139;328;349
0.198587,-0.040016,スピードと品質の両立,2,29;272;296;374;58
0.232722,0.029972,体験の一貫性とブランド,2,33;113;156;182;186
-0.176051,-0.059997,ペルソナ別ジャーニーシナリオ・続き,4,36;363;286;303;1
-0.095352,0.100694,ARオーバーレイの情報設計の続き,3,288;305;332;154;361
-0.083323,0.082422,空間内ナビゲーションのパターン,3,39;7;5;330;253
0.032119,-0.109261,データに基づく改善,4,12;51;136;157;234
0.069516,0.092625,デザイナー最初期の価値提供・続き,0,174;130;1;275;333
0.107643,0.051886,NPS改善のための体験設計,2,187;335;86;297;358
-0.002059,-0.041655,少人数チームの役割の掛け持ち,4,167;124;125;139;223
-0.076991,-0.013768,社内ナレッジ共有プラットフォームの構想,4,159;376;257;194;124
0.032119,-0.109261,データに基づく改善,4,12;51;136;157;229
0.022265,-0.055739,ジョブ理論に基づくニーズ分析,4,111;211;231;104;105
0.007443,0.036861,プロンプト設計のノウハウ,3,356;231;111;211;276
0.114135,-0.096517,顧客体験と収益の両立（優先）,2,43;191;346;370;373
-0.092211,-0.096426,顧客体験のジャーニー整理ノート・メモ,2,344;80;352;362;66
-0.025420,0.003998,ユーザー中心の意思決定,4,50;95;207;334;144
0.004578,0.139578,セキュリティと認証の設計,3,193;41;101;205;258
0.227312,0.193650,プロダクトとデザインの連携,0,28;70;84;143;309
0.158090,-0.131278,マーケの方程式とKPI設計,1,10;287;52;109;120
-0.072606,0.087643,ロゴ使用ガイドの整備,3,147;177;209;122;146
-0.060091,0.056686,プロが使う鉄板欧文フォント19個,3,165;3;48;49;291
-0.113446,-0.006563,利用規約の更新と告知,4,146;200;282;251;176
0.022966,0.114431,コンポーネントの再利用と一貫性,3,203;177;209;275;333
0.232722,0.029972,体験の一貫性とブランド,2,33;113;156;182;186
0.229095,-0.041329,マーケとプロダクトの連携,1,216;28;70;84;143
-0.031210,0.013308,ユーザビリティテストの計画,4,218;104;105;336;407
-0.030130,-0.013533,ハルシネーション対策と検証,4,118;194;145;75;104
-0.098922,-0.015223,プライバシーポリシーの見直し,4,146;245;122;176;190
0.084526,-0.059315,実験と学習のサイクル,2,54;98;99;132;161
-0.046037,0.106139,プロトタイプで検証した空間インタラクション・続き,3,7;44;330;368;5
-0.039439,0.058547,マイクロサービス間の連携,4,271;367;246;201;216
0.032119,-0.109261,データに基づく改善,4,12;51;136;157;229
-0.106966,0.049431,DMと公開投稿の使い分け,4,69;2;106;159;233
-0.042267,-0.011395,オンボーディングとナレッジ共有,2,164;212;268;354;359
0.087768,0.289600,デザインシステムと開発,0,41;101;205;341;345
-0.125523,-0.060348,カンファレンスの登壇テーマ候補（後回し）,4,204;378;307;62;133
0.254628,-0.029292,技術とビジネスのバランス,2,35;56;57;114;264
-0.227762,-0.026287,オンライン勉強会の企画ノート,4,116;133;219;376;259
0.203847,-0.188063,マーケとプロダクトのKPI,1,52;109;120;183;326
0.110510,0.016642,プロダクトビジョンの言語化,1,168;90;220;216;248
0.254628,-0.029292,技術とビジネスのバランス,2,35;56;57;114;260
-0.031758,-0.062431,有料広告のクリエイティブテスト,4,409;148;411;218;249
0.025121,-0.129130,カスタマーサクセス指標の見直し,4,31;353;303;237;43
-0.159807,-0.018064,オフィス近くのカフェノート,4,321;192;135;372;221
-0.004898,0.002498,オンボーディングと定着,2,164;212;354;359;404
0.149347,0.164197,デザインとエンジニアリングのハンドオフ,0,338;28;70;84;143
-0.076998,0.029983,NDAのテンプレート整備,4,79;280;177;209;146
-0.047320,0.070762,非同期コミュニケーションの文化,4,367;188;316;295;254
0.198587,-0.040016,スピードと品質の両立,2,29;224;296;374;58
-0.096128,-0.036277,コミュニティイベントの運営ノウハウ,4,169;210;133;219;357
0.039723,0.127604,ビジュアルアイデンティティの統一,3,203;383;33;113;156
0.011960,0.265674,デザインシステムの拡張方針,0,333;41;101;205;258
0.076175,-0.041155,定量調査の質問設計とバイアス,3,386;111;211;1;383
-0.107954,-0.110830,ユーザーリサーチに基づくバックログ,4,138;104;105;336;407
-0.046216,0.076154,和文と欧文の混植ルール,3,181;301;3;92;208
-0.016190,0.176514,空間オーディオとUIの連動,3,14;330;5;7;72
-0.120526,0.053149,オンボーディング用ドキュメントの整備,4,257;164;212;268;354
0.232722,0.029972,体験の一貫性とブランド,2,33;113;156;182;186
-0.118530,-0.044716,契約更新のリマインダー運用,4,200;146;245;290;292
-0.095069,0.086119,立体的な情報配置のスケッチ,3,375;7;253;305;332
-0.038737,0.051063,フロントエンドのパフォーマンス最適化,3,77;82;126;313;246
0.118376,0.002459,リリースサイクルと品質の両立,2,29;224;272;296;374
-0.077993,-0.110332,ペルソナ検証のためのリサーチ,4,363;104;105;336;407
0.104503,-0.134017,マーケの方程式とKPI設計の続き,1,10;242;302;343;52
-0.095352,0.100694,ARオーバーレイの情報設計の続き,3,227;305;332;154;361
-0.010847,-0.021679,スタートアップの越境行動,4,16;46;271;367;172
-0.050152,-0.060009,契約書のレビューポイント,4,292;86;297;146;245
0.013354,0.115537,ブランドに合うフォントの組み合わせ,3,49;3;48;91;317
-0.050152,-0.060009,契約書のレビューポイント,4,290;86;297;146;245
-0.019573,0.119513,API設計とバージョニング方針,3,294;11;395;275;333
-0.019573,0.119513,API設計とバージョニング方針,3,293;11;395;275;333
0.070736,0.018805,実験とイテレーションの文化,2,54;98;99;132;161
0.198587,-0.040016,スピードと品質の両立,2,29;224;272;374;58
0.044644,0.081210,デザインレビューの効率化,0,86;383;9;231;41
0.254628,-0.029292,技術とビジネスのバランス,2,35;56;57;114;260
0.254628,-0.029292,技術とビジネスのバランス,2,35;56;57;114;260
-0.140553,-0.094091,週次振り返りのテンプレ,4,342;177;209;318;325
-0.082816,0.026377,検索しやすいタイトルとタグのルール,3,278;171;25;131;181
0.144198,-0.188516,マーケとプロダクトのKPI（後回し）,1,343;52;109;120;183
-0.132348,-0.077863,カスタマージャーニーマップの更新案（v2）,4,66;31;353;344;80
-0.052536,-0.038934,ターゲットに響くコピー表現,4,383;49;89;388;3
-0.051882,0.118200,ARオーバーレイの情報設計,3,332;227;288;283;375
-0.055512,0.034326,インフラのスケーラビリティ,4,331;71;203;275;333
-0.051946,-0.000564,LT会のテーマと構成,4,259;204;378;62;96
-0.063565,-0.024589,SNS投稿のトーンテスト,4,324;148;411;265;409
0.227312,0.193650,プロダクトとデザインの連携,0,28;70;84;143;241
-0.036952,-0.130350,リピート率向上のジャーニー施策,4,352;362;344;31;353
-0.106596,0.174318,アクセシビリティとインクルージョン,4,8;15;153;179;214
0.070971,0.201801,デザインシステムと開発・仮説,0,41;101;205;258;341
-0.103614,0.172717,アクセシビリティとフォントサイズ,3,8;15;153;179;214
-0.055565,0.003476,ワークショップのファシリテーション（優先）,4,357;159;60;237;73
-0.181116,-0.071840,Thread by @heralbony の要点ノート,4,323;261;116;94;133
-0.003432,-0.014946,チームの信頼を得るコミュニケーション,4,188;271;367;124;125
-0.090797,0.081653,フォントライセンスと利用範囲,3,403;3;48;91;313
-0.018385,-0.112742,失敗から学ぶ振り返りのやり方（優先）,4,325;54;98;99;132
0.032119,-0.109261,データに基づく改善,4,12;51;136;157;229
-0.088413,0.133837,関連ドキュメントのリンク設計,3,9;25;280;26;30
-0.175627,-0.023775,オフィス近くのカフェメモ,4,192;267;135;377;387
-0.213577,-0.112016,ランチの候補リスト（後回し）,4,372;259;192;68;220
-0.192338,-0.064902,Thread by @heralbony の要点メモ,4,315;133;219;116;62
-0.011045,0.047067,写真・イラストのトーン統一,3,274;127;308;203;246
-0.017445,-0.107509,失敗から学ぶ振り返りのやり方,4,318;54;98;99;132
0.203847,-0.188063,マーケとプロダクトのKPI,1,52;109;120;183;262
-0.068796,-0.135890,ヒューリスティック評価の結果,4,351;118;250;87;158
0.098455,-0.073633,チームの生産性とナレッジ,1,124;125;139;223;349
-0.086490,0.050591,ドキュメントファーストの意思決定,4,65;50;95;207;239
-0.077969,0.226837,空間UIのアクセシビリティ,3,5;14;279;13;392
-0.055512,0.034326,インフラのスケーラビリティ,4,306;71;203;275;333
-0.051882,0.118200,ARオーバーレイの情報設計,3,305;227;288;283;375
0.011960,0.265674,デザインシステムの拡張方針,0,275;41;101;205;258
-0.025420,0.003998,ユーザー中心の意思決定,4,50;95;207;239;144
0.073580,0.095699,エンドツーエンドの体験設計,2,187;358;231;130;148
-0.048543,-0.140729,ユーザーリサーチと仮説検証,4,104;105;407;410;68
-0.076535,0.031881,リモートとオフィスのハイブリッド・続き,4,221;123;88;26;30
0.149347,0.164197,デザインとエンジニアリングのハンドオフ,0,269;28;70;84;143
-0.121486,0.081843,リモートでの協働とドキュメント,4,26;30;97;180;123
-0.045561,0.071690,バイラルループの設計の続き,3,206;196;1;386;253
0.087768,0.289600,デザインシステムと開発,0,41;101;205;258;345
-0.140553,-0.094091,週次振り返りのテンプレ,4,300;177;209;318;325
0.144198,-0.188516,マーケとプロダクトのKPI（後回し）,1,302;52;109;120;183
-0.059258,-0.089267,顧客体験のジャーニー整理ノート,2,238;80;352;362;43
0.087768,0.289600,デザインシステムと開発,0,41;101;205;258;341
0.159700,-0.086975,顧客体験と収益の両立,2,43;191;370;373;399
0.232722,0.029972,体験の一貫性とブランド,2,33;113;156;182;186
0.004391,-0.016705,データとAIのガバナンス,4,189;390;176;190;12
0.098455,-0.073633,チームの生産性とナレッジ,1,124;125;139;223;328
0.020868,-0.068700,テスト戦略とカバレッジ,4,115;218;249;140;148
-0.068796,-0.135890,ヒューリスティック評価の結果,4,327;118;250;87;158
0.027977,-0.079953,顧客の声をジャーニーに落とし込む,2,362;344;80;238;43
-0.124489,-0.088925,カスタマージャーニーマップの更新案（後回し）,4,31;303;66;352;362
-0.004898,0.002498,オンボーディングと定着,2,164;212;268;359;404
0.203847,-0.188063,マーケとプロダクトのKPI,1,52;109;120;183;262
-0.040076,0.038587,プロンプト設計の続きのノウハウ,3,236;1;230;130;386
-0.038410,0.030061,ワークショップのファシリテーション,4,314;273;295;54;98
0.032369,0.082994,オンボーディングの体験設計,2,130;164;212;268;354
-0.004898,0.002498,オンボーディングと定着,2,164;212;268;354;404
-0.035328,-0.098618,コスト削減の検討事項,4,365;61;198;371;160
-0.042941,0.044128,視線誘導と奥行き表現の検討・続き,3,154;89;227;288;253
0.027977,-0.079953,顧客の声をジャーニーに落とし込む,2,352;344;80;238;43
-0.104928,-0.109106,ペルソナ検証のためのリサーチ・続き,4,286;226;68;104;105
0.033794,-0.143994,競合分析と差別化ポイント,1,112;107;166;100;379
-0.067662,-0.098474,コスト削減の検討・続き事項,4,360;61;160;23;402
0.227312,0.193650,プロダクトとデザインの連携,0,28;70;84;143;241
-0.047320,0.070762,非同期コミュニケーションの文化,4,271;188;316;295;254
-0.092715,0.163198,XR空間UIのインタラクション案,3,44;7;330;5;14
-0.011612,-0.030371,見積もりとスコープの管理,1,4;365;360;10;242
0.159700,-0.086975,顧客体験と収益の両立,2,43;191;346;373;399
-0.006546,-0.086798,離脱ポイントの分析と改善案,4,198;59;112;364;12
-0.184201,-0.090187,ランチの候補リスト,4,322;377;387;192;321
0.159700,-0.086975,顧客体験と収益の両立,2,43;191;346;370;399
0.198587,-0.040016,スピードと品質の両立,2,29;224;272;296;58
